# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs/ebola_delphy.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs/ebola_delphy.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-out-beast-xml beast2_run/ebola.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
265000000	-22826.7	-26693.7	3866.95	-26693.7	0.292288	0.00205947	7.10159	106.933	0.0999841	1.14528	0.317245	0.212105	0.198359	0.272291
265200000	-22825.2	-26694.7	3869.46	-26694.7	0.28294	0.00218235	6.39565	109.51	0.106601	6.39133	0.321687	0.214926	0.196479	0.266907
265400000	-22771	-26678.9	3907.83	-26678.9	0.272023	0.00238694	11.4771	148.252	0.0661277	1.27832	0.320914	0.211329	0.195768	0.271989
265600000	-22788.2	-26688.7	3900.51	-26688.7	0.284066	0.00187805	4.60281	139.666	0.0793344	2.64701	0.317269	0.214097	0.19486	0.273775
265800000	-22765.4	-26684.9	3919.48	-26684.9	0.292018	0.00225523	7.87782	159.195	0.0611689	2.79661	0.311648	0.21601	0.206716	0.265625
266000000	-22732.4	-26678.8	3946.4	-26678.8	0.264361	0.00394759	9.62214	186.187	0.0467791	2.67377	0.3203	0.217167	0.198618	0.263915
266200000	-22774.5	-26684.8	3910.29	-26684.8	0.291035	0.0032888	6.07556	149.539	0.0608124	-1.55694	0.314894	0.21346	0.198484	0.273163
266400000	-22771.1	-26678.3	3907.23	-26678.3	0.270045	0.00323137	12.5358	148.143	0.0775951	6.09231	0.320092	0.215046	0.196865	0.267997
266600000	-22847.8	-26698.1	3850.35	-26698.1	0.29201	0.00226726	12.6664	91.8142	0.132195	6.09771	0.318856	0.212072	0.200862	0.26821
266800000	-22826.9	-26697.8	3870.96	-26697.8	0.306179	0.00165078	7.2944	110.853	0.0869611	1.48923	0.322115	0.214122	0.195984	0.26778
267000000	-22789.1	-26685.9	3896.83	-26685.9	0.290225	0.00250464	8.86072	136.886	0.0714695	2.3919	0.322854	0.21223	0.195599	0.269318
267200000	-22833	-26698.8	3865.82	-26698.8	0.297739	0.00154207	9.78379	106.768	0.12815	6.48101	0.318562	0.215087	0.202637	0.263713
267400000	-22811.1	-26688.9	3877.76	-26688.9	0.262835	0.00210745	6.34136	118.335	0.154351	11.6648	0.31886	0.214049	0.199533	0.267557
267600000	-22790.1	-26699	3908.83	-26699	0.284831	0.00334858	9.59968	148.886	0.06278	1.90418	0.313252	0.209895	0.201016	0.275837
267800000	-22771.2	-26680.3	3909.12	-26680.3	0.274392	0.00278291	11.8953	149.766	0.0712184	3.84168	0.31941	0.212398	0.201686	0.266506
268000000	-22759.2	-26676.7	3917.49	-26676.7	0.266131	0.00283085	7.77051	157.525	0.0760781	6.58395	0.318751	0.2122	0.197573	0.271476
268200000	-22759.6	-26681.8	3922.18	-26681.8	0.27081	0.00310808	6.49268	161.645	0.0567689	6.96873	0.323344	0.204471	0.195291	0.276893
268400000	-22745.7	-26675.2	3929.49	-26675.2	0.28355	0.00308392	6.00334	168.144	0.0345395	1.11909	0.31636	0.216265	0.199663	0.267712
268600000	-22811.9	-26694.3	3882.43	-26694.3	0.31278	0.00176323	7.03334	122.284	0.0866997	2.09057	0.323216	0.217649	0.194868	0.264267
268800000	-22848.9	-26697.4	3848.52	-26697.4	0.265381	0.00192685	10.4303	90.2331	0.186044	14.7667	0.320731	0.215304	0.198623	0.265341
269000000	-22823.6	-26692.7	3869.07	-26692.7	0.281435	0.00214846	7.45588	109.773	0.155288	7.40328	0.316279	0.214645	0.19388	0.275196
269200000	-22774.2	-26678.4	3904.23	-26678.4	0.274441	0.00301207	8.18358	144.409	0.0781964	7.52851	0.320126	0.210401	0.199941	0.269531
269400000	-22785.6	-26682.1	3896.51	-26682.1	0.265638	0.00238121	13.8846	137.73	0.078432	8.92197	0.314461	0.214695	0.195863	0.274981
269600000	-22793.7	-26687.2	3893.45	-26687.2	0.29011	0.00196808	5.86363	132.943	0.0821036	1.48477	0.316438	0.212156	0.200261	0.271145
269800000	-22753	-26678.3	3925.29	-26678.3	0.271196	0.00394427	12.2638	166.016	0.0649326	7.31471	0.314687	0.216602	0.198649	0.270062
270000000	-22837.1	-26699	3861.96	-26699	0.298584	0.0020867	8.53281	102.683	0.131289	6.1245	0.317225	0.218844	0.200222	0.263709
270200000	-22860.8	-26706.8	3845.98	-26706.8	0.322395	0.00177762	18.9842	87.9042	0.105767	0.978207	0.324501	0.210551	0.196167	0.268781
270400000	-22841.8	-26701.5	3859.7	-26701.5	0.299718	0.00210575	5.22797	99.4932	0.121851	3.64289	0.320151	0.211602	0.200817	0.26743
270600000	-22811.5	-26690.7	3879.19	-26690.7	0.270398	0.0018443	7.73577	119.62	0.117473	5.62727	0.317485	0.217428	0.202417	0.26267
270800000	-22813.1	-26692.3	3879.15	-26692.3	0.320905	0.00235905	10.3189	119.776	0.0994346	1.37354	0.319601	0.215076	0.196437	0.268886
271000000	-22729	-26675.9	3946.97	-26675.9	0.299859	0.00257694	12.7329	187.008	0.0374273	-0.672847	0.321811	0.220209	0.198247	0.259733
271200000	-22785.4	-26692.5	3907.09	-26692.5	0.274418	0.00300993	18.397	148.664	0.0665457	6.39043	0.318867	0.211218	0.196539	0.273375
271400000	-22795	-26686.5	3891.49	-26686.5	0.267519	0.00265782	16.8515	133.685	0.12366	12.5086	0.320336	0.213244	0.203096	0.263324
271600000	-22764.2	-26680.7	3916.47	-26680.7	0.275591	0.00251049	9.65169	156.317	0.0527286	0.613231	0.319561	0.216999	0.194532	0.268909
271800000	-22798	-26688.1	3890.14	-26688.1	0.306611	0.00225853	5.67696	129.913	0.104328	4.20807	0.324692	0.212908	0.196811	0.265589
272000000	-22764	-26677.9	3913.91	-26677.9	0.289227	0.00236727	12.8292	154.572	0.0597502	5.14172	0.31773	0.215398	0.19626	0.270612
272200000	-22782	-26681.8	3899.74	-26681.8	0.266337	0.00265383	7.13486	140.09	0.108939	9.5334	0.320574	0.214641	0.200559	0.264227
272400000	-22831.7	-26699.6	3867.92	-26699.6	0.33275	0.00211606	5.31334	107.949	0.140735	5.70004	0.313025	0.218094	0.1969	0.271981
272600000	-22776.5	-26681.3	3904.82	-26681.3	0.29106	0.00248651	7.81188	144.69	0.0691713	4.21889	0.317598	0.214132	0.199056	0.269215
272800000	-22797.5	-26687.6	3890.09	-26687.6	0.279664	0.0021997	8.725	130.453	0.0929293	4.54885	0.31618	0.221149	0.194473	0.268198
273000000	-22822.8	-26693.9	3871.1	-26693.9	0.284453	0.0017389	11.7089	111.901	0.0863682	3.59486	0.314215	0.214814	0.200213	0.270759
273200000	-22823.2	-26695.2	3872.03	-26695.2	0.307554	0.00204986	9.28771	112.515	0.103923	1.32033	0.315283	0.21466	0.200943	0.269114
273400000	-22825	-26705.5	3880.52	-26705.5	0.303093	0.00203276	8.13159	121.116	0.11981	7.64432	0.320543	0.215107	0.197136	0.267214
273600000	-22861.2	-26715.6	3854.4	-26715.6	0.322459	0.00184674	8.33861	94.6573	0.103488	-0.214216	0.322	0.21003	0.203256	0.264715
273800000	-22814.9	-26692.9	3877.98	-26692.9	0.293953	0.00209813	18.4216	119.814	0.0912483	4.71121	0.319924	0.211516	0.199952	0.268608
274000000	-22757.5	-26677.9	3920.4	-26677.9	0.291923	0.0024968	8.88775	160.202	0.0549526	2.35463	0.318548	0.210372	0.202228	0.268852
274200000	-22742.1	-26671.5	3929.45	-26671.5	0.267338	0.00262212	9.23855	169.29	0.0502331	4.3457	0.323184	0.214714	0.198167	0.263935
274400000	-22742	-26674.2	3932.13	-26674.2	0.263024	0.00275775	9.16653	172.11	0.0575948	4.81105	0.322943	0.206752	0.203047	0.267258
274600000	-22779.6	-26693	3913.43	-26693	0.283945	0.00285174	7.67166	153.148	0.0592585	5.26513	0.318071	0.214635	0.198985	0.268309
274800000	-22765.4	-26676.9	3911.5	-26676.9	0.27489	0.00276141	7.79847	151.581	0.0779583	7.21646	0.31824	0.212561	0.200349	0.26885
275000000	-22761.3	-26679.4	3918.14	-26679.4	0.27398	0.00263197	11.0597	158.574	0.0666504	3.76436	0.32613	0.214298	0.198378	0.261193
275200000	-22804.4	-26687.9	3883.46	-26687.9	0.262399	0.00215525	10.1402	124.563	0.123231	10.3209	0.317642	0.213465	0.2017	0.267193
275400000	-22819.8	-26700.9	3881.11	-26700.9	0.261521	0.0027408	14.565	122.871	0.122271	9.05042	0.319709	0.214929	0.195532	0.26983
275600000	-22779.2	-26680.4	3901.26	-26680.4	0.256859	0.0026797	12.1693	142.74	0.110135	14.6698	0.322784	0.214855	0.197741	0.26462
275800000	-22794.5	-26691.9	3897.43	-26691.9	0.314355	0.00154678	16.7715	138.768	0.0749073	-1.67312	0.323558	0.212342	0.196316	0.267785
276000000	-22869.6	-26713.3	3843.78	-26713.3	0.260461	0.00166686	12.4086	86.0895	0.253255	13.4141	0.319879	0.214727	0.200079	0.265315
276200000	-22849.6	-26700	3850.42	-26700	0.285484	0.0019389	6.01081	90.7445	0.155903	6.16178	0.319008	0.217373	0.192602	0.271018
276400000	-22785	-26683.4	3898.39	-26683.4	0.292719	0.00209067	8.88756	138.35	0.0611019	3.88512	0.322147	0.21498	0.19683	0.266043
276600000	-22785	-26686	3900.99	-26686	0.295673	0.00191828	5.86648	140.451	0.0724446	4.13404	0.320958	0.215044	0.197183	0.266814
276800000	-22832	-26702.2	3870.14	-26702.2	0.371243	0.00196852	10.3364	110.83	0.0994263	-3.02514	0.323353	0.209853	0.196884	0.26991
277000000	-22824.1	-26693.3	3869.17	-26693.3	0.284374	0.00214382	17.8073	111.384	0.134519	6.82294	0.321769	0.213811	0.198598	0.265823
277200000	-22803.9	-26689.8	3885.95	-26689.8	0.279698	0.00174173	7.36665	125.937	0.0865813	3.98771	0.31911	0.210603	0.196204	0.274083
277400000	-22798	-26689.1	3891.15	-26689.1	0.303518	0.00228616	10.8872	131.753	0.0815617	3.66452	0.315768	0.217474	0.193429	0.273329
277600000	-22821.6	-26695.2	3873.62	-26695.2	0.294652	0.00223666	7.38146	113.832	0.113158	2.65634	0.31876	0.218632	0.197432	0.265176
277800000	-22777.7	-26688	3910.28	-26688	0.310097	0.00200003	4.84973	149.099	0.0524012	-2.90169	0.318378	0.217715	0.19307	0.270837
278000000	-22783.2	-26687.9	3904.68	-26687.9	0.328641	0.00214576	8.85893	144.569	0.0629786	-0.971111	0.319821	0.212917	0.197204	0.270057
278200000	-22763.9	-26678.3	3914.35	-26678.3	0.267502	0.00215946	10.2891	154.87	0.0764576	6.31846	0.317903	0.212359	0.199943	0.269795
278400000	-22798.5	-26685.3	3886.85	-26685.3	0.272731	0.00235268	8.49413	127.356	0.10433	6.69051	0.320399	0.214601	0.197901	0.267099
278600000	-22733.2	-26675.4	3942.19	-26675.4	0.321283	0.00238422	14.4826	182.463	0.0346406	2.37687	0.321384	0.20994	0.197158	0.271518
278800000	-22771.9	-26699.1	3927.18	-26699.1	0.284288	0.00334478	10.8394	167.229	0.0523258	0.495633	0.323271	0.212919	0.198333	0.265477
279000000	-22758.4	-26681.4	3922.98	-26681.4	0.305023	0.00243034	8.61974	162.558	0.0481837	-1.31616	0.31388	0.215381	0.196887	0.273852
279200000	-22799.9	-26688	3888.13	-26688	0.298546	0.0027991	7.16604	128.472	0.112244	8.35002	0.318502	0.21386	0.202434	0.265205
279400000	-22774.2	-26681.2	3907.05	-26681.2	0.281539	0.00253314	6.55552	146.546	0.0650383	3.38655	0.317394	0.215934	0.19934	0.267332
279600000	-22779.9	-26683.6	3903.64	-26683.6	0.309692	0.00232549	8.08038	143.369	0.0633677	0.862868	0.320986	0.213982	0.199423	0.265609
279800000	-22763.3	-26681.5	3918.28	-26681.5	0.309303	0.00223712	16.8727	159.225	0.0509047	-1.07641	0.319395	0.214147	0.198436	0.268021
280000000	-22723.8	-26674.6	3950.76	-26674.6	0.297154	0.00251324	6.74605	189.538	0.031891	-1.97232	0.324239	0.209753	0.197666	0.268342
280200000	-22735.3	-26672.6	3937.3	-26672.6	0.282336	0.00330107	9.38064	177.006	0.0441972	3.28053	0.323082	0.211844	0.197222	0.267852
280400000	-22827.3	-26700.4	3873.05	-26700.4	0.33221	0.00144018	11.868	113.963	0.0957118	3.04124	0.312687	0.217137	0.19847	0.271706
280600000	-22807.3	-26706.4	3899.1	-26706.4	0.270096	0.00281177	6.67092	139.307	0.108142	8.87332	0.318272	0.21986	0.194947	0.266921
280800000	-22818.3	-26694.9	3876.57	-26694.9	0.343867	0.00196659	8.68463	117.041	0.106977	3.87184	0.320114	0.209851	0.199414	0.270621
281000000	-22793.1	-26684.8	3891.74	-26684.8	0.291034	0.00210177	10.2325	132.489	0.0966231	6.48858	0.315118	0.215929	0.201171	0.267782
281200000	-22770.9	-26681.9	3911.09	-26681.9	0.305519	0.00251244	7.60091	150.849	0.0667588	3.38938	0.320246	0.212517	0.198383	0.268855
281400000	-22809.4	-26688.2	3878.77	-26688.2	0.261286	0.0026612	9.3593	120.015	0.140138	15.0768	0.323008	0.213947	0.196001	0.267044
281600000	-22781.7	-26681	3899.26	-26681	0.26166	0.00240834	12.8513	140.852	0.122178	11.4973	0.316817	0.217321	0.198043	0.267819
281800000	-22827.1	-26694.2	3867.05	-26694.2	0.275296	0.00222974	11.7544	108.373	0.134196	5.71389	0.320671	0.215253	0.197475	0.2666
282000000	-22815.2	-26692.1	3876.94	-26692.1	0.304013	0.00217687	9.86697	117.239	0.0732361	3.09588	0.317561	0.215996	0.198156	0.268287
282200000	-22827.8	-26697.1	3869.34	-26697.1	0.315475	0.00203626	13.8871	110.494	0.0967995	0.401435	0.315758	0.216377	0.198906	0.268959
282400000	-22780.6	-26680.9	3900.26	-26680.9	0.258678	0.00220341	10.5495	141.362	0.108336	11.8167	0.320037	0.214464	0.195995	0.269505
282600000	-22835.8	-26697.4	3861.59	-26697.4	0.286804	0.00180803	10.6602	102.658	0.13219	4.15228	0.322979	0.212326	0.195299	0.269395
282800000	-22770.8	-26679.8	3908.92	-26679.8	0.27335	0.00328057	10.5146	149.374	0.0671001	6.81461	0.317093	0.216985	0.195988	0.269935
283000000	-22820.7	-26697.9	3877.2	-26697.9	0.283487	0.00159201	10.4928	117.88	0.0955966	3.0418	0.322457	0.210937	0.204129	0.262477
283200000	-22800.5	-26687.5	3887.04	-26687.5	0.285799	0.00285337	12.1566	127.964	0.0914745	3.31973	0.319756	0.21583	0.197627	0.266788
283400000	-22762.4	-26681	3918.65	-26681	0.269322	0.00322062	7.30656	158.268	0.0656551	1.46519	0.316937	0.218294	0.191266	0.273503
283600000	-22809.9	-26698.3	3888.45	-26698.3	0.348288	0.00277635	7.53612	128.094	0.067012	0.0579928	0.310474	0.220887	0.198465	0.270174
283800000	-22787.3	-26685.3	3898.04	-26685.3	0.3118	0.00224976	8.96681	138.571	0.0939676	7.83748	0.315727	0.214992	0.195286	0.273996
284000000	-22771	-26687.8	3916.8	-26687.8	0.319366	0.00229713	7.84213	156.165	0.0475616	-0.0457677	0.323086	0.214727	0.197624	0.264563
284200000	-22775.9	-26680.6	3904.67	-26680.6	0.272198	0.00272119	6.98052	144.085	0.0587927	1.04397	0.319166	0.2133	0.195811	0.271722
284400000	-22739.1	-26688.7	3949.65	-26688.7	0.28891	0.00416002	12.6351	189.695	0.0348219	3.80269	0.315752	0.220717	0.195078	0.268453
284600000	-22763.4	-26679.3	3915.88	-26679.3	0.270866	0.00236935	6.08085	155.299	0.0600034	6.94267	0.319039	0.213551	0.196012	0.271398
284800000	-22828.1	-26694	3865.96	-26694	0.294395	0.00170713	10.5311	107.167	0.15302	4.74217	0.320019	0.216363	0.193907	0.269711
285000000	-22824.9	-26696	3871.12	-26696	0.279563	0.00240207	21.0169	113.457	0.111491	4.8627	0.319202	0.214349	0.198656	0.267792
285200000	-22875.7	-26713	3837.3	-26713	0.33617	0.00125715	8.37507	77.9711	0.156994	0.194416	0.314646	0.218792	0.194592	0.271969
285400000	-22816	-26692.1	3876.09	-26692.1	0.278345	0.00162679	10.1805	116.731	0.0928825	4.5546	0.315962	0.210981	0.199228	0.273829
285600000	-22762	-26679.2	3917.13	-26679.2	0.267629	0.002626	5.09419	156.31	0.0628616	6.2934	0.318422	0.212019	0.204225	0.265335
285800000	-22747.5	-26676.2	3928.71	-26676.2	0.283057	0.00291041	13.943	169.122	0.0453737	-0.594826	0.325988	0.21383	0.19865	0.261532
286000000	-22838	-26708.9	3870.86	-26708.9	0.329545	0.00214173	7.35308	110.691	0.0832363	-0.333081	0.317919	0.217181	0.205559	0.259341
286200000	-22787.9	-26681.4	3893.57	-26681.4	0.264277	0.00232414	9.78648	134.201	0.0888827	7.91259	0.315888	0.214703	0.200236	0.269173
286400000	-22775	-26684.5	3909.49	-26684.5	0.338096	0.00234473	6.7718	148.791	0.0564069	-0.0999029	0.316424	0.217187	0.198158	0.268231
286600000	-22798.8	-26685.7	3886.92	-26685.7	0.271047	0.0021395	14.3062	128.435	0.0985204	9.23145	0.318577	0.211951	0.201039	0.268433
286800000	-22785.9	-26686.4	3900.54	-26686.4	0.298511	0.00252978	9.73229	140.562	0.0614661	0.750325	0.320134	0.211994	0.199585	0.268287
287000000	-22823.7	-26698.5	3874.82	-26698.5	0.340512	0.00182676	6.74069	114.618	0.0931486	0.414466	0.317572	0.21087	0.198281	0.273278
287200000	-22784.7	-26684.9	3900.16	-26684.9	0.307372	0.00221307	15.9289	141.101	0.0587334	0.373659	0.317365	0.213842	0.20007	0.268724
287400000	-22797.8	-26689.7	3891.87	-26689.7	0.296685	0.00189286	6.94987	131.849	0.0868876	6.54733	0.319619	0.216974	0.192138	0.271269
287600000	-22853.5	-26705.7	3852.2	-26705.7	0.306866	0.00174548	7.34372	92.611	0.13771	2.86822	0.321421	0.221151	0.194303	0.263125
287800000	-22916.9	-26722.6	3805.69	-26722.6	0.349661	0.00119252	11.0336	47.1924	0.203628	2.2636	0.314468	0.216216	0.196929	0.272388
288000000	-22854.1	-26703.1	3848.98	-26703.1	0.308752	0.00166464	6.20969	89.3743	0.15553	6.7562	0.322854	0.214668	0.200386	0.262092
288200000	-22816.6	-26691.8	3875.24	-26691.8	0.28662	0.00233944	12.5012	116.55	0.109162	8.23426	0.317435	0.212837	0.199872	0.269856
288400000	-22797.1	-26689.8	3892.73	-26689.8	0.33196	0.00222049	8.20901	132.721	0.078948	1.20507	0.324225	0.212102	0.196678	0.266995
288600000	-22844.5	-26697.9	3853.38	-26697.9	0.282463	0.00166243	10.8629	95.0118	0.184384	10.317	0.318451	0.218859	0.200129	0.262562
288800000	-22840.6	-26696.8	3856.21	-26696.8	0.274647	0.00206313	6.57797	97.1827	0.20963	12.5331	0.324779	0.210467	0.197271	0.267483
289000000	-22799.6	-26685.5	3885.89	-26685.5	0.259109	0.0024463	8.67618	126.636	0.119148	8.83784	0.322736	0.213033	0.196467	0.267763
289200000	-22818.8	-26692.7	3873.97	-26692.7	0.28126	0.00228526	7.99237	114.582	0.118548	9.16384	0.322399	0.215355	0.193328	0.268918
289400000	-22786.6	-26685.9	3899.35	-26685.9	0.264379	0.00287774	24.72	141.695	0.0780548	4.21288	0.320619	0.212149	0.195482	0.27175
289600000	-22760.7	-26676	3915.28	-26676	0.269976	0.00308288	7.75113	155.023	0.0561422	7.24104	0.31774	0.216306	0.197627	0.268327
289800000	-22751	-26678.9	3927.85	-26678.9	0.274978	0.00406627	8.61071	167.45	0.0476927	2.23244	0.314106	0.215962	0.199564	0.270368
290000000	-22752	-26676.5	3924.52	-26676.5	0.273702	0.00321986	5.43134	163.215	0.0403489	-2.01702	0.319892	0.216786	0.198967	0.264355
290200000	-22763	-26677.8	3914.84	-26677.8	0.274201	0.00245165	7.21523	154.557	0.0683005	3.95236	0.319244	0.21417	0.200521	0.266065
290400000	-22797.2	-26686.2	3888.95	-26686.2	0.278273	0.00220161	12.7559	130.045	0.0933858	5.13439	0.321907	0.214202	0.196221	0.26767
290600000	-22786.4	-26683.3	3896.84	-26683.3	0.283426	0.0023449	6.26894	136.4	0.0729481	4.02379	0.320539	0.212958	0.196787	0.269716
290800000	-22800.7	-26688.8	3888.1	-26688.8	0.278944	0.00222553	17.2909	130.168	0.11061	10.1767	0.318424	0.210238	0.201988	0.26935
291000000	-22825.5	-26693.6	3868.11	-26693.6	0.260813	0.00240468	12.5471	110.404	0.217297	16.8095	0.31463	0.218839	0.195631	0.2709
291200000	-22832.2	-26695.3	3863.09	-26695.3	0.281481	0.00259009	4.83056	103.607	0.209786	12.3938	0.319545	0.213883	0.197241	0.269331
291400000	-22837.8	-26707	3869.22	-26707	0.273344	0.00241222	6.34436	109.548	0.142091	6.60336	0.326324	0.212671	0.192657	0.268348
291600000	-22806.1	-26702.7	3896.63	-26702.7	0.291479	0.0023349	6.56758	136.502	0.0880475	5.48673	0.311697	0.212062	0.19602	0.28022
291800000	-22819.8	-26704.2	3884.38	-26704.2	0.367391	0.00232705	4.52824	123.49	0.0792666	-1.96879	0.316693	0.215896	0.199898	0.267512
292000000	-22776	-26683.7	3907.68	-26683.7	0.287841	0.00288703	14.0838	148.269	0.0517823	1.38932	0.32072	0.219757	0.192518	0.267005
292200000	-22785	-26682.7	3897.7	-26682.7	0.297624	0.00264543	8.95493	137.984	0.0826058	4.23045	0.317702	0.215412	0.197138	0.269748
292400000	-22803.1	-26687.2	3884.12	-26687.2	0.27045	0.00223263	6.07372	123.972	0.102874	3.71308	0.317624	0.216735	0.197487	0.268153
292600000	-22838.1	-26701.2	3863.08	-26701.2	0.29155	0.00237889	6.56514	103.514	0.15346	5.89316	0.323153	0.214828	0.202667	0.259353
292800000	-22805	-26689.5	3884.53	-26689.5	0.278437	0.00195043	11.0539	125.544	0.110514	5.94157	0.325197	0.217679	0.193814	0.26331
293000000	-22831.6	-26695.8	3864.27	-26695.8	0.300838	0.00192485	6.88617	104.244	0.100817	2.31266	0.317949	0.21464	0.199984	0.267427
293200000	-22842.4	-26699.8	3857.34	-26699.8	0.288446	0.00183646	9.79819	98.3593	0.144041	4.81747	0.321123	0.215988	0.200332	0.262556
293400000	-22817.9	-26691.3	3873.33	-26691.3	0.270141	0.00236436	10.6677	114.489	0.129323	7.67507	0.316363	0.213536	0.200302	0.269798
293600000	-22849.9	-26705.6	3855.66	-26705.6	0.397752	0.00164934	19.5871	97.7406	0.114315	1.19405	0.317711	0.213941	0.197945	0.270403
293800000	-22813.7	-26692.1	3878.42	-26692.1	0.293107	0.00179005	11.2924	118.89	0.0742952	0.131786	0.319768	0.211898	0.202648	0.265686
294000000	-22832.1	-26698.2	3866.11	-26698.2	0.310997	0.00226062	6.65789	105.751	0.0778273	-1.62925	0.316175	0.211787	0.204294	0.267743
294200000	-22821.9	-26696.7	3874.8	-26696.7	0.325622	0.00183953	10.9208	115.279	0.0762156	1.59098	0.320998	0.215145	0.193397	0.27046
294400000	-22809.9	-26687.1	3877.15	-26687.1	0.277624	0.00236648	11.1814	117.729	0.08254	0.875259	0.315983	0.214353	0.196946	0.272718
294600000	-22831.7	-26695.5	3863.74	-26695.5	0.277618	0.0017677	5.83486	103.937	0.149066	5.02593	0.317327	0.21195	0.200174	0.270548
294800000	-22833.5	-26695.5	3862.02	-26695.5	0.277987	0.00215871	8.38811	103.01	0.165877	8.21308	0.311345	0.215343	0.202421	0.270891
295000000	-22828	-26693.9	3865.96	-26693.9	0.268967	0.00162794	7.42948	106.638	0.134125	11.1737	0.318359	0.212034	0.201366	0.268241
295200000	-22854.1	-26702.6	3848.5	-26702.6	0.294607	0.00190562	8.06836	89.3011	0.163442	4.82337	0.312949	0.218351	0.200476	0.268224
295400000	-22768.8	-26680.1	3911.37	-26680.1	0.270165	0.00268846	9.37241	151.983	0.0870363	10.1967	0.320538	0.216102	0.191034	0.272326
295600000	-22791.3	-26689.6	3898.29	-26689.6	0.298415	0.00282691	6.3644	137.663	0.0641398	1.56361	0.325482	0.214754	0.191249	0.268515
295800000	-22820	-26693.8	3873.75	-26693.8	0.276012	0.0024249	8.26591	114.344	0.123813	5.55678	0.323758	0.209594	0.20005	0.266598
296000000	-22821	-26703	3881.98	-26703	0.274292	0.00279531	11.3561	123.093	0.104897	8.96371	0.316081	0.215242	0.20319	0.265487
296200000	-22800.6	-26695.1	3894.55	-26695.1	0.293456	0.00185715	5.37903	134.142	0.0900997	5.42434	0.311347	0.221668	0.2038	0.263186
296400000	-22809.5	-26700.1	3890.56	-26700.1	0.294691	0.00190163	6.65051	130.411	0.0843188	5.60249	0.315397	0.216682	0.201391	0.26653
296600000	-22785.3	-26684.4	3899.13	-26684.4	0.284771	0.00296932	22.1278	141.128	0.0750196	2.92119	0.321497	0.21678	0.193457	0.268266
296800000	-22763.1	-26677.5	3914.38	-26677.5	0.282698	0.00297214	10.5155	154.606	0.0606518	3.11857	0.314869	0.213945	0.197549	0.273637
297000000	-22793.2	-26686	3892.85	-26686	0.281678	0.00250733	6.27483	132.837	0.0942705	9.02828	0.316805	0.21489	0.197075	0.27123
297200000	-22818.1	-26692	3873.95	-26692	0.266628	0.00232022	5.09265	114.147	0.157468	9.11385	0.321118	0.211804	0.200762	0.266315
297400000	-22808.2	-26702.2	3894.03	-26702.2	0.271935	0.0028652	5.27716	133.329	0.0659336	6.72294	0.321502	0.207278	0.201541	0.269679
