# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs/ebola_delphy.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs/ebola_delphy.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-out-beast-xml beast2_run/ebola.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
519000000	-22878.1	-26707.2	3829.12	-26707.2	0.282345	0.00147778	12.2875	71.3166	0.275138	8.11367	0.326101	0.212332	0.191604	0.269962
519200000	-22830.2	-26703.4	3873.15	-26703.4	0.269639	0.00201414	6.66107	113.694	0.144776	10.2974	0.316787	0.21593	0.196419	0.270864
519400000	-22849.5	-26701	3851.59	-26701	0.299132	0.00149268	16.0166	93.9124	0.181062	8.10098	0.317396	0.213462	0.200217	0.268924
519600000	-22825.1	-26694.3	3869.18	-26694.3	0.287275	0.00206993	4.08192	108.917	0.145011	6.69947	0.320705	0.214901	0.198846	0.265548
519800000	-22802.9	-26695.2	3892.3	-26695.2	0.316257	0.00270766	14.3509	133.23	0.0730328	0.175059	0.321238	0.210578	0.193021	0.275163
520000000	-22771.6	-26684	3912.4	-26684	0.26761	0.00293664	10.8775	153.094	0.0773472	8.13717	0.31285	0.221971	0.197809	0.26737
520200000	-22779.5	-26680	3900.5	-26680	0.271229	0.00246825	9.80515	141.145	0.0835649	9.9274	0.317756	0.215234	0.196046	0.270965
520400000	-22817.9	-26695.3	3877.32	-26695.3	0.276621	0.00254345	9.28743	117.56	0.0844439	0.411655	0.316066	0.218971	0.200472	0.26449
520600000	-22778.9	-26685.5	3906.6	-26685.5	0.290843	0.00207541	8.49215	146.324	0.0579527	0.892324	0.326849	0.208236	0.196524	0.268391
520800000	-22829	-26696.4	3867.49	-26696.4	0.306357	0.00205845	12.5024	108.785	0.119538	4.89602	0.320093	0.21444	0.198123	0.267343
521000000	-22860.6	-26703.3	3842.64	-26703.3	0.28559	0.00149801	9.66933	84.0638	0.200026	7.89224	0.322961	0.212769	0.196708	0.267562
521200000	-22819.9	-26694.3	3874.48	-26694.3	0.284296	0.00264336	10.3756	115.118	0.0916342	3.67541	0.316893	0.211301	0.197348	0.274458
521400000	-22807.6	-26688.7	3881.1	-26688.7	0.298406	0.00205611	9.67352	121.827	0.105989	6.01698	0.321778	0.213935	0.196719	0.267569
521600000	-22810.1	-26692	3881.87	-26692	0.300108	0.00190611	12.9029	123.036	0.0914936	7.10338	0.317824	0.214708	0.194183	0.273285
521800000	-22843.3	-26696	3852.69	-26696	0.264963	0.00245972	12.3216	95.2141	0.286317	16.4873	0.323795	0.212146	0.198249	0.26581
522000000	-22825.8	-26697	3871.18	-26697	0.279058	0.0027271	10.6056	112.146	0.107213	7.69548	0.314613	0.213117	0.198089	0.274181
522200000	-22775.4	-26687.5	3912.07	-26687.5	0.288194	0.00244472	10.6707	152.25	0.0573407	2.45765	0.316445	0.223327	0.196064	0.264165
522400000	-22809.8	-26685.9	3876.15	-26685.9	0.260818	0.00230951	11.876	117.733	0.140575	11.8819	0.317922	0.213753	0.199354	0.268971
522600000	-22763.7	-26680.2	3916.52	-26680.2	0.277044	0.00366832	10.3477	157.22	0.0842616	8.35308	0.323151	0.218038	0.196698	0.262112
522800000	-22706.2	-26670.1	3963.85	-26670.1	0.272783	0.00323432	4.18561	202.159	0.0355448	4.88407	0.324346	0.214801	0.199671	0.261182
523000000	-22707.3	-26664.3	3956.96	-26664.3	0.256895	0.00362507	8.18829	196.696	0.0473356	9.49269	0.314688	0.219815	0.193495	0.272001
523200000	-22774.8	-26684.3	3909.5	-26684.3	0.278414	0.0023567	15.9009	150.602	0.0633518	3.35523	0.315438	0.217909	0.196234	0.270418
523400000	-22767	-26681.6	3914.61	-26681.6	0.287932	0.00293124	5.61622	153.502	0.0493681	-0.378584	0.317282	0.212583	0.20113	0.269005
523600000	-22784	-26684.5	3900.5	-26684.5	0.293372	0.00279712	6.67139	140.127	0.0737	2.71494	0.313366	0.218014	0.202913	0.265707
523800000	-22782.8	-26687	3904.2	-26687	0.278528	0.00286371	6.00648	143.347	0.0580102	0.371515	0.316708	0.214054	0.195712	0.273526
524000000	-22767.9	-26676.9	3909.05	-26676.9	0.259996	0.00282107	6.84053	149.231	0.0885989	12.7509	0.317914	0.213662	0.201547	0.266878
524200000	-22771	-26681.1	3910.1	-26681.1	0.274103	0.00245479	7.43449	149.825	0.0658951	3.85393	0.318193	0.215353	0.20124	0.265214
524400000	-22758.2	-26677.7	3919.52	-26677.7	0.284519	0.00272095	12.3082	159.742	0.0459907	2.19489	0.315916	0.214597	0.198374	0.271114
524600000	-22811.4	-26693.8	3882.43	-26693.8	0.31822	0.00178303	7.53977	122.316	0.077895	2.88599	0.31312	0.216523	0.195254	0.275104
524800000	-22793.1	-26685.7	3892.64	-26685.7	0.281211	0.00205501	13.4217	133.889	0.0967681	5.56893	0.320579	0.214658	0.198338	0.266425
525000000	-22774.1	-26683.4	3909.26	-26683.4	0.265249	0.00271401	6.00649	148.444	0.0584462	1.06001	0.328376	0.211322	0.200865	0.259437
525200000	-22735.6	-26672	3936.36	-26672	0.263214	0.00373625	8.71285	175.704	0.038606	-0.320987	0.320616	0.210049	0.195945	0.27339
525400000	-22776.3	-26689.8	3913.5	-26689.8	0.266102	0.00331655	8.90658	153.211	0.0501313	2.23594	0.317299	0.213909	0.200088	0.268704
525600000	-22777.9	-26682.8	3904.9	-26682.8	0.282343	0.00265508	6.47741	144.818	0.0839117	9.09077	0.319288	0.217992	0.201197	0.261523
525800000	-22768.8	-26679.1	3910.36	-26679.1	0.276533	0.00259216	7.79965	150.147	0.062783	4.8421	0.31885	0.214877	0.197882	0.268392
526000000	-22823.5	-26702.3	3878.83	-26702.3	0.260279	0.00209028	17.6544	121.569	0.164934	17.2754	0.312309	0.21402	0.201564	0.272107
526200000	-22813.2	-26688.8	3875.62	-26688.8	0.267583	0.00233075	9.53147	116.598	0.128547	8.46887	0.316253	0.213862	0.197781	0.272104
526400000	-22774.1	-26680.7	3906.63	-26680.7	0.29717	0.00231541	8.75924	146.443	0.0589599	-1.49033	0.321163	0.211591	0.199435	0.267812
526600000	-22758.2	-26679.4	3921.24	-26679.4	0.271532	0.00277049	12.0219	162.141	0.0769835	8.47246	0.32726	0.219367	0.19306	0.260313
526800000	-22784.9	-26683.3	3898.38	-26683.3	0.277215	0.0024621	8.13368	138.518	0.0796242	6.13512	0.316152	0.214518	0.196885	0.272445
527000000	-22746.9	-26678.2	3931.3	-26678.2	0.266217	0.00315108	11.3424	171.692	0.0558041	6.38451	0.322894	0.207221	0.201026	0.26886
527200000	-22808.7	-26693	3884.36	-26693	0.308336	0.00238366	9.52436	124.658	0.0791224	2.81997	0.320284	0.21675	0.19549	0.267477
527400000	-22836	-26699	3862.93	-26699	0.304427	0.00205204	9.2378	103.696	0.12395	5.06296	0.318044	0.215362	0.198082	0.268513
527600000	-22845.1	-26700.6	3855.57	-26700.6	0.294777	0.00145458	16.7979	97.5058	0.12534	4.41856	0.315448	0.213625	0.200437	0.270489
527800000	-22809.2	-26694.1	3884.87	-26694.1	0.32014	0.00186522	9.84573	125.215	0.0800256	2.04655	0.319432	0.218318	0.197209	0.265041
528000000	-22851.8	-26707.3	3855.51	-26707.3	0.343623	0.00182247	13.6575	97.1248	0.132831	6.05702	0.323952	0.209377	0.198561	0.26811
528200000	-22868.1	-26706	3837.81	-26706	0.310073	0.0014344	9.27015	78.8056	0.155936	4.60204	0.317563	0.216645	0.196463	0.269329
528400000	-22789.1	-26684.6	3895.48	-26684.6	0.290545	0.00228732	10.3103	135.521	0.0560409	-0.817062	0.315672	0.216531	0.200203	0.267593
528600000	-22846	-26702.2	3856.12	-26702.2	0.285358	0.00178161	5.98466	96.5595	0.17036	7.04738	0.313941	0.220679	0.198862	0.266519
528800000	-22798.9	-26689.7	3890.78	-26689.7	0.294458	0.00187922	9.02343	130.907	0.0738089	2.39215	0.315592	0.215996	0.19511	0.273302
529000000	-22781.1	-26687.3	3906.16	-26687.3	0.32595	0.00250151	9.57706	146.175	0.062914	-0.740054	0.320928	0.21382	0.191928	0.273324
529200000	-22818.2	-26694.1	3875.94	-26694.1	0.271465	0.00234511	10.3973	116.726	0.1133	1.71335	0.322945	0.209563	0.201369	0.266123
529400000	-22796.2	-26689.4	3893.18	-26689.4	0.331653	0.00213047	8.81617	133.48	0.0915138	2.61239	0.316194	0.216345	0.198548	0.268913
529600000	-22787.4	-26688.4	3901.01	-26688.4	0.29964	0.00206468	5.70195	140.201	0.0620023	1.94309	0.323451	0.216018	0.19345	0.267082
529800000	-22774.2	-26694	3919.86	-26694	0.303697	0.00288225	8.35302	159.577	0.0561605	2.51185	0.325843	0.215392	0.197708	0.261057
530000000	-22783.4	-26683.7	3900.36	-26683.7	0.276418	0.00218246	4.96207	139.767	0.0863963	4.46311	0.318083	0.211639	0.199867	0.270412
530200000	-22840.9	-26709.3	3868.45	-26709.3	0.294893	0.00257336	8.01727	108.58	0.0941401	1.3363	0.319524	0.212262	0.196011	0.272203
530400000	-22862.5	-26705.4	3842.87	-26705.4	0.309493	0.00171959	7.738	83.8893	0.200683	7.4551	0.31563	0.219804	0.195368	0.269198
530600000	-22859.5	-26704.4	3844.94	-26704.4	0.313681	0.00159137	8.2741	85.7767	0.154188	6.35311	0.316805	0.210739	0.19807	0.274385
530800000	-22860.3	-26702.7	3842.37	-26702.7	0.271239	0.00171197	6.10676	83.1455	0.206003	10.7031	0.325076	0.214238	0.194775	0.265911
531000000	-22833.4	-26695.9	3862.42	-26695.9	0.267983	0.00163695	7.00798	103.549	0.208227	14.5933	0.320809	0.214033	0.1981	0.267059
531200000	-22813.3	-26694.4	3881.1	-26694.4	0.295631	0.00272609	5.86734	120.676	0.0856557	2.67493	0.31748	0.212664	0.203292	0.266564
531400000	-22841.2	-26697.3	3856.02	-26697.3	0.301919	0.00164773	9.86217	96.8774	0.123174	4.37749	0.321262	0.214684	0.197811	0.266243
531600000	-22791	-26682.6	3891.65	-26682.6	0.259572	0.00260774	8.23625	131.9	0.0846961	7.06965	0.316725	0.216392	0.197355	0.269529
531800000	-22768.1	-26680.4	3912.31	-26680.4	0.284741	0.00314764	8.13823	152.513	0.0815119	7.43806	0.32062	0.210228	0.194569	0.274584
532000000	-22789.6	-26684.1	3894.6	-26684.1	0.305453	0.00246234	9.08072	134.875	0.0887601	1.16558	0.31735	0.212994	0.199126	0.270531
532200000	-22838.3	-26697.7	3859.38	-26697.7	0.281819	0.0021072	22.9908	102.202	0.134335	7.50751	0.320155	0.216773	0.197067	0.266005
532400000	-22804.1	-26690.6	3886.43	-26690.6	0.307127	0.00186477	7.07782	126.567	0.0969218	6.93305	0.314644	0.212814	0.199135	0.273407
532600000	-22866.7	-26708.5	3841.87	-26708.5	0.294505	0.00120427	9.13744	82.6296	0.1357	2.66029	0.321241	0.20985	0.199891	0.269018
532800000	-22819.6	-26692.3	3872.72	-26692.3	0.281986	0.0020492	6.14368	112.841	0.112525	8.74742	0.322077	0.214373	0.196376	0.267175
533000000	-22827.8	-26697	3869.21	-26697	0.300151	0.00185034	10.3871	110.089	0.109312	5.83828	0.323865	0.211148	0.198736	0.266251
533200000	-22817.1	-26692	3874.89	-26692	0.275515	0.0023196	9.82762	116.061	0.142225	9.60373	0.317351	0.21455	0.196487	0.271612
533400000	-22856.5	-26701.3	3844.86	-26701.3	0.287651	0.00166478	11.753	86.9274	0.24467	10.3362	0.319962	0.214916	0.196722	0.2684
533600000	-22842.9	-26701.9	3859	-26701.9	0.276973	0.00175294	9.25904	100.339	0.179838	10.8745	0.315645	0.219232	0.204202	0.260921
533800000	-22839.2	-26697.3	3858.11	-26697.3	0.290822	0.00189894	8.10395	98.5275	0.115635	3.2821	0.31634	0.21501	0.197404	0.271245
534000000	-22834.3	-26697.9	3863.59	-26697.9	0.271977	0.00173579	15.0536	105.643	0.152438	9.08961	0.320815	0.207038	0.197751	0.274395
534200000	-22842.2	-26697.1	3854.88	-26697.1	0.289589	0.00188007	9.10427	95.977	0.161952	7.57732	0.318536	0.213382	0.196448	0.271634
534400000	-22814.9	-26690.5	3875.66	-26690.5	0.259355	0.0019012	12.8106	117.432	0.144178	12.1424	0.313654	0.211108	0.200818	0.274419
534600000	-22786.2	-26685.2	3899.08	-26685.2	0.278055	0.00300075	6.19546	139.117	0.0997758	9.49659	0.31906	0.215111	0.203218	0.262611
534800000	-22872.1	-26710.1	3837.99	-26710.1	0.330682	0.00151981	9.5406	79.0275	0.16281	3.06752	0.316654	0.213934	0.19493	0.274482
535000000	-22822.4	-26694.4	3871.96	-26694.4	0.286125	0.00195039	11.6537	113.04	0.112251	4.38185	0.326676	0.213094	0.195353	0.264876
535200000	-22797.6	-26688.2	3890.61	-26688.2	0.300615	0.00257422	9.14423	130.963	0.0878289	3.37123	0.318314	0.216352	0.194816	0.270517
535400000	-22783.6	-26686.1	3902.51	-26686.1	0.299074	0.00321924	9.36618	142.925	0.0892694	3.63102	0.320512	0.216145	0.19428	0.269063
535600000	-22747.8	-26672.6	3924.82	-26672.6	0.276721	0.00307213	8.83338	164.521	0.0507876	2.04214	0.320125	0.211971	0.20031	0.267594
535800000	-22835.2	-26698.1	3862.93	-26698.1	0.300259	0.00207198	6.23327	103.198	0.142962	5.13746	0.324918	0.210539	0.198341	0.266202
536000000	-22771.7	-26677.8	3906.08	-26677.8	0.266704	0.00260394	8.88086	146.166	0.069649	3.91126	0.322699	0.212577	0.196938	0.267785
536200000	-22770.7	-26681	3910.36	-26681	0.266258	0.002697	13.0169	150.949	0.0538051	5.23805	0.314721	0.220383	0.196576	0.26832
536400000	-22769.9	-26682.1	3912.19	-26682.1	0.288466	0.0026246	11.1244	152.492	0.0575892	3.76115	0.319316	0.221321	0.19407	0.265293
536600000	-22789.6	-26687.2	3897.56	-26687.2	0.262641	0.00328814	6.57747	137.553	0.0928684	7.50432	0.317021	0.214921	0.202001	0.266057
536800000	-22807.4	-26699.9	3892.5	-26699.9	0.28967	0.00215822	16.32	134.237	0.0980117	7.76044	0.315172	0.213673	0.200111	0.271044
537000000	-22787.8	-26682.2	3894.38	-26682.2	0.27582	0.00249923	9.80794	135.187	0.106888	7.31516	0.316796	0.212758	0.200112	0.270335
537200000	-22810.8	-26690.6	3879.86	-26690.6	0.288566	0.00200201	11.3686	120.633	0.0902407	3.21358	0.322584	0.212846	0.198971	0.265598
537400000	-22784.9	-26684	3899.17	-26684	0.307081	0.00254078	7.64833	138.778	0.0617364	-0.892215	0.32178	0.213082	0.193166	0.271971
537600000	-22857.3	-26714.3	3856.97	-26714.3	0.299917	0.00209846	8.19364	97.6663	0.135512	6.52285	0.315609	0.217214	0.194826	0.272352
537800000	-22780.9	-26685.4	3904.54	-26685.4	0.284382	0.00214384	6.39261	143.85	0.0585469	-2.17356	0.314716	0.219249	0.198665	0.267371
538000000	-22792.4	-26685	3892.67	-26685	0.30717	0.00220169	10.3239	133.384	0.091664	6.4205	0.322774	0.211487	0.19949	0.266249
538200000	-22784	-26680.9	3896.9	-26680.9	0.265169	0.00257629	11.6048	138.304	0.120607	12.3086	0.32014	0.213493	0.197122	0.269245
538400000	-22816.9	-26692.6	3875.67	-26692.6	0.287252	0.00181664	10.4638	116.812	0.124021	9.36508	0.320076	0.215107	0.193673	0.271143
538600000	-22764.3	-26676.7	3912.48	-26676.7	0.270037	0.00248337	8.24525	152.382	0.0677047	3.14286	0.318109	0.214354	0.198226	0.269311
538800000	-22784.4	-26683.6	3899.26	-26683.6	0.284044	0.00279599	16.8535	140.737	0.0806576	3.4639	0.318911	0.218558	0.1948	0.26773
539000000	-22791.3	-26689.9	3898.57	-26689.9	0.289521	0.00161715	5.86244	138.004	0.0737347	2.75247	0.316892	0.214871	0.200431	0.267807
539200000	-22810.8	-26695.6	3884.76	-26695.6	0.355997	0.00260219	12.7589	125.444	0.0658704	3.18318	0.312439	0.212368	0.199422	0.275771
539400000	-22815.6	-26691.7	3876.07	-26691.7	0.265181	0.00170648	11.5948	117.381	0.124605	8.42203	0.319684	0.212439	0.200676	0.267201
539600000	-22798.6	-26687.1	3888.56	-26687.1	0.300837	0.00214589	11.5623	129.593	0.10589	5.05754	0.31773	0.213672	0.197148	0.271449
539800000	-22727.8	-26672.9	3945.05	-26672.9	0.286655	0.00260355	7.96137	184.573	0.0466425	4.61797	0.322316	0.21782	0.195523	0.264341
540000000	-22819.8	-26691.8	3871.96	-26691.8	0.270664	0.00229966	5.119	112.392	0.169717	14.0571	0.320699	0.211094	0.198308	0.269899
540200000	-22801.2	-26686.5	3885.27	-26686.5	0.286424	0.00237413	7.93587	125.554	0.0933216	6.81401	0.323252	0.214334	0.197835	0.26458
540400000	-22790.9	-26689.4	3898.56	-26689.4	0.288342	0.00267226	24.5367	140.798	0.075246	2.62209	0.313563	0.215177	0.20182	0.26944
540600000	-22840.7	-26698.5	3857.78	-26698.5	0.275643	0.002184	4.10302	97.4459	0.135303	6.30441	0.314706	0.213034	0.199994	0.272266
540800000	-22824.9	-26693.1	3868.21	-26693.1	0.263963	0.00176963	8.74732	109.451	0.163924	13.9112	0.318508	0.214175	0.195719	0.271598
541000000	-22832	-26696.6	3864.62	-26696.6	0.283725	0.00170156	12.8211	105.975	0.123023	4.22045	0.322135	0.216032	0.197853	0.263979
541200000	-22829	-26696.1	3867.05	-26696.1	0.293222	0.00198586	7.32215	107.571	0.137251	6.34161	0.320924	0.214388	0.194192	0.270496
541400000	-22861.9	-26705.1	3843.13	-26705.1	0.318625	0.00192651	14.3344	85.1122	0.190895	3.17229	0.323114	0.213855	0.198214	0.264817
541600000	-22782.2	-26682	3899.8	-26682	0.272447	0.00302235	10.0453	140.588	0.0973417	8.32788	0.3239	0.212913	0.193594	0.269593
541800000	-22861.5	-26705	3843.53	-26705	0.328354	0.00154813	9.60072	84.2469	0.12182	1.96659	0.316333	0.216821	0.200973	0.265874
542000000	-22816.9	-26694.6	3877.74	-26694.6	0.306049	0.00238844	7.76058	117.807	0.0948337	0.8134	0.318797	0.212894	0.197576	0.270733
542200000	-22832.8	-26699.3	3866.48	-26699.3	0.327997	0.00192447	13.5333	107.743	0.10119	4.19301	0.322735	0.216152	0.190642	0.270472
542400000	-22786.8	-26686.1	3899.33	-26686.1	0.28922	0.00272689	10.3107	139.741	0.0738608	3.72639	0.317198	0.212265	0.198497	0.272041
542600000	-22779.4	-26682.7	3903.26	-26682.7	0.277333	0.00309778	10.1473	143.437	0.0659914	1.09585	0.322948	0.212955	0.199728	0.264368
542800000	-22810.4	-26692.8	3882.45	-26692.8	0.270176	0.00194382	6.43653	123.103	0.15024	14.1127	0.327323	0.206508	0.194904	0.271265
543000000	-22815.7	-26696.8	3881.11	-26696.8	0.305367	0.00233875	8.65466	121.27	0.0826085	2.47211	0.314272	0.220787	0.19843	0.26651
543200000	-22791.3	-26687.4	3896.09	-26687.4	0.30341	0.00281015	14.6448	137.332	0.0822221	4.84927	0.323534	0.21364	0.196976	0.265849
543400000	-22790.8	-26687	3896.18	-26687	0.27403	0.00268291	6.34864	135.933	0.083026	5.3647	0.314584	0.220171	0.19638	0.268865
543600000	-22792.1	-26686	3893.9	-26686	0.290064	0.00255581	6.2931	133.661	0.0877398	4.14044	0.318238	0.216444	0.198566	0.266751
543800000	-22781.8	-26683.4	3901.59	-26683.4	0.289881	0.0021688	10.5195	141.987	0.0716336	3.13625	0.31873	0.212284	0.19666	0.272326
544000000	-22756	-26675.9	3919.94	-26675.9	0.268836	0.0030958	11.0951	160.209	0.0570828	3.18447	0.324746	0.215691	0.195319	0.264244
544200000	-22749.3	-26673	3923.73	-26673	0.255618	0.00252564	13.8889	165.262	0.0871444	15.3987	0.318941	0.215859	0.193738	0.271463
544400000	-22795.1	-26685.3	3890.26	-26685.3	0.29088	0.00242254	7.52816	130.608	0.10512	8.07476	0.316913	0.213351	0.197368	0.272368
544600000	-22839	-26695.1	3856.15	-26695.1	0.273587	0.00196198	10.8222	97.0861	0.114453	3.69243	0.323105	0.213141	0.195688	0.268066
544800000	-22796.6	-26684.5	3887.99	-26684.5	0.266424	0.00234458	6.54164	127.89	0.0784148	10.0735	0.31769	0.211828	0.200598	0.269884
545000000	-22775.4	-26682.5	3907.09	-26682.5	0.274304	0.00292755	7.63246	147.028	0.0736145	5.6516	0.324957	0.210034	0.195981	0.269029
545200000	-22829	-26700.2	3871.18	-26700.2	0.317299	0.00154858	6.66034	111.002	0.0983896	0.0363448	0.323325	0.209241	0.198399	0.269036
545400000	-22792.5	-26693.6	3901.15	-26693.6	0.340035	0.00230431	7.51467	140.785	0.0661921	0.41222	0.312704	0.214174	0.202462	0.27066
545600000	-22855.3	-26704	3848.66	-26704	0.336013	0.00190341	10.6331	89.9536	0.156991	6.11361	0.321773	0.211841	0.196491	0.269895
545800000	-22799.3	-26690.7	3891.35	-26690.7	0.290231	0.00178118	5.43799	130.767	0.0778005	3.95157	0.317061	0.21515	0.198572	0.269218
546000000	-22836.5	-26698.6	3862.12	-26698.6	0.277526	0.00166393	10.33	103.395	0.15136	8.14076	0.314717	0.214071	0.194831	0.276381
546200000	-22812.4	-26694.7	3882.3	-26694.7	0.293413	0.00182538	8.25479	122.705	0.103703	5.38589	0.322253	0.219823	0.196842	0.261083
546400000	-22820.1	-26693.5	3873.33	-26693.5	0.303098	0.00166127	9.48764	114.234	0.13775	4.51251	0.319964	0.211887	0.197043	0.271105
546600000	-22839.4	-26704	3864.56	-26704	0.366576	0.00118661	11.4731	105.828	0.144929	3.10906	0.315087	0.217638	0.197999	0.269276
546800000	-22814.8	-26689.9	3875.05	-26689.9	0.28443	0.00240282	10.045	115.558	0.0941574	0.72227	0.320478	0.215726	0.193903	0.269893
547000000	-22794.9	-26686.2	3891.37	-26686.2	0.276688	0.00226492	18.3659	133.264	0.092723	6.08547	0.319503	0.212779	0.198111	0.269607
547200000	-22826.9	-26695.8	3868.9	-26695.8	0.297082	0.00243832	14.3819	110.745	0.145381	7.10341	0.3223	0.215893	0.193154	0.268652
547400000	-22834.7	-26696.4	3861.73	-26696.4	0.28805	0.00166459	6.10827	101.8	0.123618	4.72563	0.319144	0.217093	0.197608	0.266154
547600000	-22764.1	-26680.3	3916.12	-26680.3	0.31758	0.00245562	9.39429	155.879	0.0492474	-1.32701	0.319019	0.210749	0.199805	0.270427
547800000	-22782.1	-26684.3	3902.22	-26684.3	0.288136	0.00257355	13.4503	143.446	0.0897004	7.09947	0.324219	0.209017	0.199823	0.266941
548000000	-22788.5	-26687.2	3898.65	-26687.2	0.286581	0.0021723	8.1842	138.445	0.0677419	-0.0100008	0.315849	0.211577	0.19938	0.273194
548200000	-22775.3	-26682.3	3907.02	-26682.3	0.277404	0.00307779	4.8745	146.218	0.0687808	5.82032	0.320719	0.214153	0.19734	0.267787
548400000	-22794.6	-26683.9	3889.31	-26683.9	0.280506	0.00232902	14.9814	130.427	0.0730934	3.23288	0.31749	0.213704	0.199579	0.269227
548600000	-22815.5	-26689.6	3874.07	-26689.6	0.266965	0.00178634	8.41641	114.765	0.121883	8.18946	0.318399	0.214347	0.198054	0.2692
548800000	-22830.2	-26703.1	3872.82	-26703.1	0.409077	0.00205456	6.46509	112.715	0.106817	0.951064	0.313075	0.215021	0.199497	0.272406
549000000	-22848.9	-26701.4	3852.53	-26701.4	0.277688	0.00149371	9.03937	93.7438	0.181065	8.13477	0.317503	0.215346	0.202918	0.264233
549200000	-22838.3	-26703.6	3865.36	-26703.6	0.374668	0.00170106	28.695	108.391	0.10913	3.69177	0.322878	0.211054	0.197716	0.268351
549400000	-22812.7	-26690.2	3877.56	-26690.2	0.267222	0.00239966	14.1575	119.639	0.160185	12.1721	0.313838	0.212777	0.195738	0.277647
549600000	-22783.7	-26684.2	3900.51	-26684.2	0.269961	0.00265072	5.19121	140.088	0.0911534	6.2679	0.320916	0.216174	0.197622	0.265288
549800000	-22790.2	-26690.4	3900.19	-26690.4	0.305343	0.0021745	19.1644	141.855	0.076984	1.92827	0.322881	0.210002	0.196076	0.271041
550000000	-22790.2	-26682.9	3892.68	-26682.9	0.269438	0.00223449	7.61678	132.715	0.0866378	3.69636	0.318577	0.215126	0.196233	0.270064
550200000	-22776.4	-26687.2	3910.75	-26687.2	0.323054	0.00213813	6.2323	149.916	0.0532198	-1.74552	0.31701	0.218755	0.197689	0.266546
550400000	-22753.5	-26675.4	3921.9	-26675.4	0.25819	0.00351299	6.84298	161.709	0.0647412	11.0214	0.319717	0.211654	0.197329	0.271299
550600000	-22765.8	-26676.9	3911.08	-26676.9	0.267674	0.00326748	9.61568	151.732	0.0874242	9.81284	0.320409	0.211485	0.200536	0.267569
550800000	-22743.5	-26682.3	3938.85	-26682.3	0.275678	0.00360673	10.5891	178.765	0.0412821	5.03871	0.320172	0.215625	0.198303	0.265899
551000000	-22765.8	-26678.8	3912.99	-26678.8	0.264034	0.00296636	7.90827	152.897	0.0665159	5.95075	0.319229	0.216317	0.199911	0.264542
551200000	-22760.5	-26677.1	3916.56	-26677.1	0.272835	0.00300355	5.77189	155.904	0.0607316	6.73788	0.315403	0.21714	0.198814	0.268643
551400000	-22800.9	-26688.9	3887.97	-26688.9	0.29667	0.00241514	8.91878	127.888	0.0637287	1.23952	0.320373	0.212533	0.196966	0.270128
551600000	-22783	-26685	3902	-26685	0.307915	0.00197732	11.0225	142.109	0.0536573	0.576398	0.318187	0.211429	0.199075	0.271309
551800000	-22806.1	-26694.3	3888.16	-26694.3	0.29626	0.00168238	6.6675	127.902	0.086649	-1.15411	0.321184	0.209203	0.199688	0.269926
552000000	-22784.2	-26686.2	3902	-26686.2	0.295846	0.00238458	7.42344	141.679	0.0653917	2.8385	0.317389	0.216084	0.194643	0.271884
552200000	-22822.4	-26692.3	3869.84	-26692.3	0.274106	0.00255493	7.02849	110.401	0.145081	8.16773	0.316078	0.216899	0.201639	0.265384
552400000	-22766.8	-26676.7	3909.97	-26676.7	0.264799	0.00236638	13.8884	151.584	0.098237	14.1748	0.318669	0.2108	0.200459	0.270072
552600000	-22811.5	-26697.8	3886.28	-26697.8	0.330572	0.00186619	15.5488	127.451	0.0751721	1.68669	0.320721	0.214937	0.191179	0.273162
552800000	-22809.6	-26687.4	3877.82	-26687.4	0.266929	0.002439	8.88522	118.706	0.136433	7.6493	0.32081	0.214715	0.19688	0.267595
553000000	-22816.7	-26693.3	3876.57	-26693.3	0.311198	0.00270667	7.08346	116.961	0.117508	8.93555	0.323624	0.21718	0.193831	0.265366
553200000	-22816.9	-26701.2	3884.31	-26701.2	0.269276	0.00201277	12.8903	125.668	0.10581	8.56454	0.320084	0.209856	0.197276	0.272784
553400000	-22741.9	-26676.8	3934.89	-26676.8	0.288169	0.00313888	7.37102	174.64	0.0587075	8.46455	0.323865	0.206595	0.196499	0.27304
553600000	-22800.4	-26694.3	3893.83	-26694.3	0.332773	0.00193091	10.508	134.353	0.0799172	3.77441	0.325917	0.213213	0.198413	0.262457
553800000	-22814.7	-26690.9	3876.23	-26690.9	0.28497	0.00206621	5.0918	116.124	0.127979	6.26836	0.323827	0.211622	0.196594	0.267957
554000000	-22837.7	-26702.3	3864.63	-26702.3	0.335734	0.00182172	5.19992	104.174	0.103622	1.19186	0.315746	0.216811	0.201918	0.265525
554200000	-22784.5	-26689	3904.45	-26689	0.293437	0.00240929	13.3461	145.033	0.0598791	-0.17761	0.320541	0.215506	0.202332	0.261621
