# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha/ebola_delphy_alpha.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha/ebola_delphy_alpha.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-out-beast-xml beast2_run_alpha/ebola_alpha.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	gammaShape	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
802800000	-40275.7	-26637.2	-13638.5	-26637.2	0.272027	0.00217378	0.450078	6.37488	132.385	0.0776927	5.11285	0.320108	0.212493	0.192796	0.274602
803000000	-14603.2	-26613.1	12009.9	-26613.1	0.294106	0.00271681	0.214483	8.78908	134.463	0.0748239	2.14342	0.322692	0.208117	0.199482	0.269709
803200000	-38794.5	-26667.1	-12127.4	-26667.1	0.348824	0.00158575	0.413256	6.07121	82.3476	0.136567	3.78182	0.31891	0.211987	0.201957	0.267146
803400000	-16190	-26641.3	10451.3	-26641.3	0.332793	0.00224687	0.220326	5.8068	119.805	0.0819722	1.81371	0.320916	0.218008	0.200068	0.261009
803600000	-38181	-26652.6	-11528.3	-26652.6	0.343358	0.00167238	0.393659	8.18648	113.643	0.107347	2.20119	0.315487	0.217352	0.196136	0.271024
803800000	-33844.2	-26643.8	-7200.42	-26643.8	0.269233	0.0018514	0.341998	6.48079	96.386	0.192068	12.7449	0.31814	0.215271	0.198932	0.267657
804000000	-45079.5	-26635.2	-18444.3	-26635.2	0.301007	0.00273961	0.711668	8.64835	134.142	0.109983	5.34769	0.320484	0.212845	0.194836	0.271834
804200000	-46049.5	-26683.5	-19365.9	-26683.5	0.315675	0.0019003	0.965911	13.2943	93.7976	0.111661	-1.20399	0.317689	0.21699	0.201545	0.263775
804400000	-38424	-26654.4	-11769.6	-26654.4	0.273226	0.00216189	0.405702	15.4409	131.108	0.076587	3.76376	0.318579	0.214535	0.19771	0.269176
804600000	-45705.1	-26659.4	-19045.7	-26659.4	0.303099	0.00248074	0.960722	9.70209	109.351	0.0799366	1.07219	0.318699	0.211729	0.199328	0.270245
804800000	-45899	-26666.1	-19232.9	-26666.1	0.285222	0.00262211	1.16049	8.5486	146.899	0.0792639	5.55888	0.324724	0.208342	0.195642	0.271293
805000000	-40527.3	-26676.9	-13850.4	-26676.9	0.277054	0.00317503	3.31488	8.49482	147.108	0.0692332	4.54782	0.316744	0.219436	0.198807	0.265013
805200000	-45290.3	-26652.5	-18637.8	-26652.5	0.262595	0.00303918	0.721651	5.21881	149.888	0.0641728	8.04611	0.314566	0.220112	0.196825	0.268498
805400000	-45515.1	-26662.6	-18852.5	-26662.6	0.272325	0.00188595	0.7707	6.59654	97.425	0.174086	8.12908	0.318035	0.214648	0.196972	0.270345
805600000	-27807.4	-26624	-1183.39	-26624	0.262702	0.00289039	0.285984	4.85492	126.908	0.107813	7.24785	0.316688	0.210938	0.197113	0.275261
805800000	-37030.6	-26648.9	-10381.7	-26648.9	0.275267	0.00208934	0.379697	13.4909	115.398	0.0945778	1.66955	0.317738	0.214597	0.19916	0.268504
806000000	-18149.8	-26645.5	8495.78	-26645.5	0.274717	0.00188337	0.229513	8.64206	131.277	0.0838579	6.47793	0.317804	0.217911	0.19779	0.266495
806200000	-43480.7	-26673.2	-16807.5	-26673.2	0.276238	0.00254721	0.565655	11.6802	123.391	0.0984122	3.00013	0.320695	0.215945	0.201037	0.262324
806400000	-46038.9	-26660.9	-19378	-26660.9	0.284001	0.00273439	0.957891	9.10319	128.999	0.0938447	6.53854	0.321973	0.214021	0.194067	0.269939
806600000	-45914.7	-26676.7	-19238	-26676.7	0.281366	0.00228241	0.852255	7.12112	102.995	0.128425	7.29393	0.316931	0.216281	0.201951	0.264836
806800000	-45355.9	-26670.4	-18685.4	-26670.4	0.320738	0.00191673	0.738738	7.07023	88.9716	0.123828	3.33983	0.319369	0.210571	0.19964	0.27042
807000000	-42133.5	-26686.2	-15447.2	-26686.2	0.288887	0.00218655	2.58459	6.5512	111.472	0.096837	0.221206	0.318918	0.212078	0.199217	0.269787
807200000	-40673.8	-26699.4	-13974.3	-26699.4	0.310926	0.00214767	3.2753	14.1146	113.713	0.0987228	0.315233	0.322085	0.210057	0.196775	0.271083
807400000	-41527.6	-26689.8	-14837.8	-26689.8	0.296172	0.00218537	2.98495	4.34669	126.636	0.089315	4.36449	0.324093	0.208023	0.200783	0.267101
807600000	-40234	-26690.7	-13543.2	-26690.7	0.307203	0.00199146	3.42868	11.3517	121.819	0.0719543	3.9985	0.324727	0.214842	0.191275	0.269155
807800000	-45225.7	-26658.7	-18567	-26658.7	0.292371	0.00296585	1.40597	10.9526	163.677	0.0489645	-1.94464	0.318495	0.215149	0.196901	0.269454
808000000	-42775.8	-26659.9	-16115.9	-26659.9	0.27687	0.00337511	2.27882	16.797	201.851	0.0330268	0.846476	0.318379	0.21476	0.199729	0.267132
808200000	-44465.5	-26639.1	-17826.4	-26639.1	0.270513	0.00386792	0.628692	11.0168	182.261	0.0448909	6.006	0.316939	0.22187	0.194713	0.266479
808400000	-44924.8	-26681.1	-18243.7	-26681.1	0.267304	0.0026066	1.62607	15.1431	124.082	0.135368	7.54262	0.308409	0.21803	0.198591	0.274969
808600000	-38055.9	-26680.9	-11375.1	-26680.9	0.264374	0.00285068	4.56258	8.60908	128.005	0.157233	14.6062	0.322904	0.216232	0.199182	0.261682
808800000	-42020.8	-26679.7	-15341.1	-26679.7	0.307495	0.00252045	2.72466	5.58206	147.169	0.0693477	4.31837	0.321253	0.215151	0.199511	0.264085
809000000	-45749.1	-26696.8	-19052.3	-26696.8	0.304763	0.0015519	1.29387	9.18124	115.583	0.115798	5.192	0.319059	0.2141	0.197527	0.269315
809200000	-45856.8	-26672.6	-19184.2	-26672.6	0.312556	0.00255992	0.987731	11.5439	111.18	0.11344	4.77663	0.317838	0.216458	0.190989	0.274716
809400000	-44250	-26680.6	-17569.4	-26680.6	0.289622	0.0023891	1.80598	9.78709	136.26	0.0736416	1.82432	0.316613	0.214723	0.19586	0.272804
809600000	-45168.4	-26683.1	-18485.3	-26683.1	0.314581	0.0021088	0.703279	6.90437	135.168	0.0638899	-0.846659	0.316609	0.216032	0.200383	0.266975
809800000	-45978.3	-26664.6	-19313.7	-26664.6	0.288479	0.00259018	0.964588	12.6389	147.153	0.0694463	6.12036	0.323208	0.206718	0.203125	0.266949
810000000	-45325.9	-26676.8	-18649.1	-26676.8	0.315454	0.00241943	1.46971	5.34223	130.567	0.0980679	7.0446	0.314026	0.212411	0.198945	0.274617
810200000	-45517.5	-26672.4	-18845	-26672.4	0.26897	0.00228776	1.31929	10.0485	124.537	0.111389	9.72257	0.319328	0.212919	0.194424	0.273328
810400000	-45823.3	-26659.7	-19163.6	-26659.7	0.30221	0.0019992	0.78546	9.02565	134.391	0.0861885	4.3741	0.321963	0.208149	0.196615	0.273273
810600000	-44743.4	-26671.2	-18072.2	-26671.2	0.29983	0.00233708	1.63414	5.75957	133.311	0.10828	6.8515	0.31582	0.212742	0.197107	0.274331
810800000	-45399	-26662.4	-18736.6	-26662.4	0.298922	0.00181038	0.824589	7.28112	131.143	0.0570414	0.802084	0.318011	0.210038	0.20094	0.271011
811000000	-42010.7	-26662.3	-15348.4	-26662.3	0.313866	0.00280118	0.497947	8.28509	118.215	0.121612	5.10381	0.31767	0.213528	0.199033	0.269769
811200000	-45496.5	-26666.1	-18830.4	-26666.1	0.268497	0.00197139	1.43133	14.0232	106.029	0.115899	2.31815	0.318899	0.213164	0.201099	0.266838
811400000	-45581.5	-26693.1	-18888.4	-26693.1	0.336214	0.00129398	1.32342	6.97581	69.8408	0.220219	6.4076	0.313229	0.213792	0.201435	0.271544
811600000	-45924.6	-26674.9	-19249.7	-26674.9	0.310879	0.00191617	0.900917	9.84901	97.1427	0.139808	4.93386	0.318357	0.213605	0.197359	0.27068
811800000	-43417	-26675.3	-16741.6	-26675.3	0.272123	0.00263206	2.1606	16.0566	143.079	0.0915498	6.48913	0.31956	0.209674	0.197696	0.273071
812000000	-43269.1	-26654.6	-16614.4	-26654.6	0.276589	0.00256009	0.552005	7.06204	150.399	0.0725615	4.02996	0.323236	0.213405	0.197753	0.265605
812200000	-40078.7	-26657.5	-13421.2	-26657.5	0.263522	0.00230434	0.439279	13.1444	122.58	0.130347	7.31413	0.321023	0.209081	0.20054	0.269356
812400000	-1830.02	-26614.5	24784.5	-26614.5	0.297197	0.00194354	0.178477	4.93705	110.644	0.0951693	3.87726	0.321015	0.214139	0.198925	0.265921
812600000	-42833.1	-26656.7	-16176.4	-26656.7	0.275337	0.00187646	0.548393	6.97981	99.4147	0.131871	5.54298	0.320127	0.209838	0.201561	0.268473
812800000	-40873.9	-26650.8	-14223.1	-26650.8	0.31644	0.00226896	0.477978	6.54947	120.524	0.0905812	4.43057	0.320441	0.212516	0.195558	0.271486
813000000	-38686.2	-26640.2	-12046	-26640.2	0.324063	0.00294287	0.414839	6.42144	153.979	0.0567928	0.960938	0.317811	0.214149	0.195542	0.272498
813200000	-45880.2	-26663.4	-19216.8	-26663.4	0.257784	0.00227278	1.05489	21.8928	136.122	0.104741	12.0787	0.319036	0.21744	0.196412	0.267113
813400000	-44153.2	-26682	-17471.2	-26682	0.285883	0.00252984	1.92475	11.6473	147.426	0.0559137	1.49074	0.319044	0.216592	0.19802	0.266344
813600000	-45878.6	-26647.4	-19231.2	-26647.4	0.267109	0.00257828	1.06862	8.61065	146.394	0.075045	8.16975	0.323524	0.216043	0.188657	0.271776
813800000	-39491.1	-26678.1	-12813	-26678.1	0.298289	0.00241938	3.78258	11.5183	132.341	0.0862638	4.05541	0.322279	0.21447	0.196802	0.266449
814000000	-44742.7	-26676.5	-18066.2	-26676.5	0.280204	0.00188188	1.65337	5.34056	93.4486	0.158661	5.92522	0.318428	0.215083	0.201387	0.265102
814200000	-35466.3	-26647.6	-8818.66	-26647.6	0.29227	0.00188486	0.360124	10.5181	77.6443	0.214398	11.2655	0.316471	0.213476	0.19665	0.273403
814400000	107899	-26610.9	134509	-26610.9	0.311068	0.00155295	0.0773987	9.35302	86.837	0.144761	7.28223	0.315669	0.216507	0.196311	0.271513
814600000	-28409.2	-26633.2	-1775.98	-26633.2	0.279965	0.00191772	0.280965	5.14251	101.227	0.101862	4.09191	0.318252	0.2132	0.201835	0.266712
814800000	3528.04	-26604.5	30132.5	-26604.5	0.310175	0.00254615	0.166033	5.04102	156.426	0.0559188	0.237482	0.315348	0.213203	0.20062	0.270829
815000000	-36222.7	-26628.9	-9593.73	-26628.9	0.272714	0.00319893	0.381124	10.9381	160.659	0.0508513	5.49539	0.317219	0.21393	0.201435	0.267416
815200000	-38161.2	-26630.1	-11531.1	-26630.1	0.256924	0.00292681	0.407113	7.65962	149.713	0.0949621	12.7744	0.318293	0.211602	0.197304	0.272802
815400000	-17324.6	-26608.1	9283.51	-26608.1	0.268512	0.00255781	0.224049	11.557	157.982	0.0621582	6.12402	0.319798	0.21511	0.195488	0.269605
815600000	-36024.4	-26652.2	-9372.21	-26652.2	0.300536	0.00278198	0.364499	9.58674	123.593	0.0672089	0.249741	0.320528	0.217406	0.196674	0.265393
815800000	-45823.9	-26659	-19164.9	-26659	0.287462	0.00248597	0.802114	17.0895	138.104	0.0828492	8.23731	0.316555	0.219324	0.193638	0.270483
816000000	-4120.21	-26612	22491.8	-26612	0.26475	0.00294007	0.184982	5.65353	149.136	0.0713447	8.17505	0.323282	0.210485	0.19693	0.269303
816200000	-42833.3	-26664.3	-16169	-26664.3	0.303351	0.00187619	0.535918	6.36726	98.3104	0.141401	7.38135	0.322474	0.217207	0.195936	0.264383
816400000	-38580.7	-26663.8	-11916.9	-26663.8	0.321406	0.0020914	0.402668	6.19167	113.159	0.135859	4.47042	0.322746	0.215347	0.196336	0.26557
816600000	-31847.8	-26657.5	-5190.29	-26657.5	0.318763	0.0017555	0.316341	11.3761	102.689	0.125753	5.03891	0.311729	0.213348	0.201474	0.273449
816800000	-4785.22	-26614.6	21829.4	-26614.6	0.279572	0.00201592	0.185968	7.00747	132.648	0.0932247	7.07896	0.319832	0.212063	0.19674	0.271365
817000000	-29076.9	-26644.4	-2432.47	-26644.4	0.262391	0.00194379	0.295871	9.02977	109.777	0.197382	13.6369	0.317707	0.21333	0.198536	0.270427
817200000	-39576.2	-26642.7	-12933.5	-26642.7	0.271953	0.00251927	0.434718	10.4095	109.418	0.143808	10.3668	0.319716	0.218503	0.19767	0.264111
817400000	-39348.1	-26645.9	-12702.2	-26645.9	0.295842	0.00208812	0.438386	7.48813	103.096	0.127583	6.05161	0.316212	0.217373	0.199633	0.266782
817600000	-33956.4	-26620.2	-7336.22	-26620.2	0.304245	0.00271593	0.348111	9.26934	147.723	0.0663954	2.56927	0.316255	0.218517	0.195867	0.269361
817800000	-37633.6	-26653.5	-10980.2	-26653.5	0.288806	0.00314081	0.393762	7.43986	180.6	0.0443693	2.48405	0.322474	0.211086	0.19471	0.271729
818000000	-45117.1	-26707.6	-18409.5	-26707.6	0.289653	0.00266107	1.52473	7.71162	111.759	0.121611	8.47653	0.314501	0.220568	0.194481	0.27045
818200000	-43830.6	-26685.7	-17144.9	-26685.7	0.259226	0.00165642	2.00427	8.45979	113.451	0.21725	18.2964	0.328392	0.21136	0.19689	0.263358
818400000	-39732.1	-26686.7	-13045.4	-26686.7	0.288779	0.00205064	3.63899	11.6155	122.018	0.0854356	5.09811	0.317665	0.216938	0.200256	0.26514
818600000	-45810.9	-26659.7	-19151.2	-26659.7	0.261004	0.00226833	1.09471	10.9069	118.783	0.155717	15.7743	0.313715	0.216939	0.202321	0.267025
818800000	-45116.3	-26656.1	-18460.2	-26656.1	0.264886	0.00334886	1.48328	9.09733	167.74	0.073007	6.65832	0.321876	0.215319	0.192833	0.269972
819000000	-34893.1	-26675.4	-8217.69	-26675.4	0.270594	0.00244278	6.83684	10.8588	147.411	0.0729578	4.89311	0.322518	0.212606	0.1957	0.269176
819200000	-37720.6	-26687.1	-11033.5	-26687.1	0.296188	0.00180181	4.78612	11.8164	131.695	0.0834745	1.95299	0.321557	0.216093	0.195204	0.267146
819400000	-41662.2	-26675.2	-14987.1	-26675.2	0.287159	0.00262493	2.78485	7.42142	143.052	0.0699811	4.40539	0.318146	0.213625	0.203658	0.264571
819600000	-42093	-26673.9	-15419.2	-26673.9	0.287816	0.00266742	2.65865	10.8563	144.25	0.0513026	0.405176	0.319108	0.213038	0.198675	0.26918
819800000	-46139.1	-26664.8	-19474.3	-26664.8	0.268841	0.00261578	0.986012	17.2915	129.711	0.103031	6.01836	0.322532	0.210603	0.199444	0.26742
820000000	-44530.9	-26690.7	-17840.2	-26690.7	0.327115	0.00212271	1.72005	14.5289	147.209	0.0554036	-0.674419	0.317196	0.214209	0.198338	0.270258
820200000	-42930.9	-26646.1	-16284.8	-26646.1	0.259282	0.00223637	0.532356	8.47869	128.984	0.122545	10.7307	0.316818	0.214617	0.200392	0.268173
820400000	-44287.4	-26659.2	-17628.2	-26659.2	0.270808	0.00271119	0.655671	12.2556	135.038	0.0835699	6.62724	0.319176	0.211029	0.198419	0.271375
820600000	-45670.5	-26661.4	-19009.2	-26661.4	0.271694	0.00268365	0.794949	7.35852	134.911	0.148136	12.4766	0.321858	0.210338	0.199471	0.268333
820800000	-45835	-26651.2	-19183.8	-26651.2	0.257056	0.00291192	1.14574	19.6317	169.546	0.0547017	5.45273	0.322548	0.208637	0.198666	0.27015
821000000	-45799.1	-26673	-19126.1	-26673	0.271683	0.00201766	1.20348	10.1974	123.056	0.0820234	6.72534	0.320419	0.211855	0.19852	0.269205
821200000	-45051.3	-26676.7	-18374.6	-26676.7	0.289294	0.00218433	1.49786	7.98848	124.411	0.100974	4.87733	0.316794	0.214546	0.200325	0.268334
821400000	-43807.4	-26681.8	-17125.5	-26681.8	0.281475	0.00176528	2.05554	8.26902	127.978	0.0855104	3.7304	0.32165	0.21346	0.195498	0.269392
821600000	-37776.6	-26682	-11094.6	-26682	0.270954	0.00227153	4.68874	12.4382	138.317	0.0859809	5.86681	0.32358	0.20937	0.197554	0.269497
821800000	-36645	-26690.1	-9954.95	-26690.1	0.307217	0.00161276	5.58874	7.3864	132.229	0.0826903	3.86555	0.316829	0.213907	0.199198	0.270066
822000000	-43558.8	-26693.9	-16864.9	-26693.9	0.306441	0.00239675	2.13495	8.53415	118.07	0.130175	7.43522	0.314697	0.215716	0.200427	0.269161
822200000	-45562.3	-26671.8	-18890.5	-26671.8	0.286253	0.00187699	0.760805	5.57878	101.857	0.11538	5.04044	0.317715	0.212795	0.198032	0.271459
822400000	-45761.2	-26675.3	-19085.9	-26675.3	0.285501	0.00133545	1.37946	5.58427	93.6341	0.136809	2.57249	0.318082	0.211386	0.198928	0.271604
822600000	-45806.6	-26691.6	-19115	-26691.6	0.355902	0.0015627	1.30006	9.74919	104.046	0.114745	1.0765	0.322578	0.212147	0.19597	0.269305
822800000	-44741.3	-26667.8	-18073.5	-26667.8	0.261249	0.00237725	1.65362	5.97038	116.064	0.137173	13.5621	0.322644	0.209376	0.200416	0.267564
823000000	-45829.8	-26682.1	-19147.7	-26682.1	0.336051	0.00224177	0.884006	7.01996	127.867	0.0673084	3.03743	0.31843	0.217048	0.197254	0.267268
823200000	-34530.9	-26644	-7886.83	-26644	0.314288	0.00238097	0.344666	13.0798	124.347	0.0911667	4.46225	0.315211	0.214263	0.201002	0.269524
823400000	-45657.9	-26676.1	-18981.8	-26676.1	0.31309	0.00172737	0.791535	8.98244	88.6147	0.140483	1.24169	0.320249	0.214605	0.201239	0.263907
823600000	-42715.6	-26652.1	-16063.6	-26652.1	0.338696	0.00206411	0.523276	10.2049	111.07	0.115351	2.74906	0.324299	0.21387	0.197031	0.2648
823800000	2613.75	-26625.5	29239.3	-26625.5	0.290947	0.00176764	0.165526	9.89859	111.672	0.146773	8.78207	0.315719	0.212743	0.206239	0.265299
824000000	-46182.1	-26668.3	-19513.7	-26668.3	0.275814	0.00225167	1.06685	8.13142	104.913	0.126394	6.29898	0.313732	0.217985	0.199566	0.268718
824200000	-37027.3	-26632.3	-10395	-26632.3	0.271135	0.00181725	0.38701	5.23715	126.951	0.118967	8.31225	0.322241	0.214165	0.196993	0.266601
824400000	-37150.6	-26648.5	-10502	-26648.5	0.297805	0.00198598	0.383099	11.2636	111.267	0.12101	6.06609	0.317599	0.216884	0.194621	0.270896
824600000	29416.9	-26631.8	56048.7	-26631.8	0.270135	0.00221984	0.128943	11.1005	113.249	0.165447	12.3335	0.32215	0.212698	0.195375	0.269776
824800000	-40276.5	-26653.7	-13622.8	-26653.7	0.291872	0.00141706	0.434852	6.3836	98.8179	0.147395	10.1858	0.319724	0.20995	0.202343	0.267983
825000000	-45648.7	-26669.4	-18979.3	-26669.4	0.302503	0.00222721	0.834189	5.24255	101.724	0.129826	2.97565	0.316442	0.213383	0.200012	0.270163
825200000	-45891.7	-26664.6	-19227.1	-26664.6	0.272051	0.00248601	0.923743	5.80945	125.622	0.113208	9.92213	0.315785	0.212037	0.202662	0.269516
825400000	-45078.5	-26671	-18407.5	-26671	0.268252	0.00227003	1.4039	10.0211	120.846	0.116488	7.09958	0.32805	0.212036	0.192378	0.267536
825600000	-46209.2	-26663.1	-19546.1	-26663.1	0.288281	0.00395888	0.852495	10.7293	162.392	0.0728609	4.75786	0.323199	0.207999	0.197948	0.270853
825800000	-41520.2	-26637.2	-14883	-26637.2	0.291614	0.00308884	0.484143	8.49455	167.672	0.0615193	6.44446	0.319166	0.211263	0.199185	0.270386
826000000	-26485.2	-26638.2	152.937	-26638.2	0.30684	0.00244108	0.273486	19.4785	126.535	0.0937763	5.59918	0.323259	0.21233	0.199028	0.265383
826200000	64906	-26578.9	91485	-26578.9	0.277925	0.00278091	0.097506	10.6843	162.618	0.0516822	2.85879	0.320816	0.212516	0.196179	0.270489
826400000	19251.1	-26605.1	45856.2	-26605.1	0.343064	0.00252897	0.139656	11.2732	142.59	0.0500221	-0.382953	0.315194	0.215	0.200079	0.269728
826600000	14311.7	-26618.2	40930	-26618.2	0.296701	0.00241564	0.14779	15.2541	133.481	0.0638742	1.35362	0.321039	0.215337	0.189672	0.273951
826800000	-33837.7	-26648.8	-7188.88	-26648.8	0.302527	0.00247367	0.335963	13.265	114.572	0.118413	4.4	0.319143	0.210591	0.198953	0.271313
827000000	-24197.9	-26648.7	2450.83	-26648.7	0.278628	0.00227997	0.261639	6.9307	106.624	0.153651	3.6398	0.324661	0.215659	0.193497	0.266183
827200000	-45923.8	-26660	-19263.8	-26660	0.277045	0.00215003	0.889851	11.9956	121.392	0.126938	8.6105	0.32078	0.213743	0.199493	0.265984
827400000	-45075.4	-26677.7	-18397.7	-26677.7	0.295167	0.0019236	1.5384	10.4481	94.8973	0.15398	6.69255	0.32294	0.214126	0.191795	0.271138
827600000	-44791.1	-26689	-18102.2	-26689	0.29771	0.00161966	1.65738	7.56628	79.6026	0.19336	5.15812	0.320128	0.21417	0.200792	0.26491
827800000	-45742.2	-26652.3	-19089.9	-26652.3	0.295102	0.00235313	0.857266	5.12942	133.856	0.0739832	6.00789	0.318296	0.215872	0.196657	0.269175
828000000	-32595.9	-26624.2	-5971.64	-26624.2	0.27098	0.00202397	0.32829	12.2013	137.476	0.102051	10.7464	0.316221	0.21246	0.199733	0.271586
828200000	-45555.3	-26653.7	-18901.6	-26653.7	0.283576	0.00282278	0.863713	6.9734	167.305	0.0503879	1.4886	0.320945	0.21436	0.194494	0.270201
828400000	-45914.1	-26650.9	-19263.2	-26650.9	0.279453	0.00354425	1.17685	5.80252	158.257	0.0615687	7.60707	0.320885	0.212082	0.200347	0.266687
828600000	-45850.3	-26674.3	-19176.1	-26674.3	0.265923	0.0034341	0.953389	7.74185	142.958	0.0711384	8.29604	0.31858	0.218401	0.197126	0.265893
828800000	-45816.1	-26676.9	-19139.2	-26676.9	0.258661	0.00190218	1.36728	6.96011	102.415	0.247962	14.0439	0.322706	0.212303	0.198265	0.266726
829000000	-39349.4	-26656.2	-12693.2	-26656.2	0.299854	0.00262826	0.429312	12.2122	118.798	0.133181	7.37972	0.323052	0.207618	0.199053	0.270277
829200000	14187.7	-26604.4	40792	-26604.4	0.290817	0.00282332	0.148922	7.56386	165.173	0.0418898	1.04637	0.3187	0.212886	0.199853	0.268561
829400000	23807.6	-26592	50399.6	-26592	0.283498	0.00255346	0.134801	7.99366	142.388	0.0942453	9.54674	0.321158	0.210039	0.199228	0.269575
829600000	-44768.2	-26671.5	-18096.7	-26671.5	0.279168	0.00290358	1.56583	11.0465	144.319	0.097209	9.12167	0.327312	0.214883	0.200221	0.257585
829800000	-46294.7	-26680.2	-19614.5	-26680.2	0.304503	0.00243706	0.993971	9.76052	107.339	0.0860274	-0.102873	0.313664	0.216824	0.203105	0.266408
830000000	-45404.8	-26659.7	-18745.2	-26659.7	0.27138	0.00253675	1.32177	5.4943	173.209	0.0520472	0.419207	0.323036	0.211248	0.197115	0.268601
830200000	-43994.7	-26635.4	-17359.2	-26635.4	0.267979	0.00237251	0.622929	6.35572	138.618	0.104424	8.24573	0.321025	0.211345	0.199305	0.268324
830400000	-46010.3	-26661.8	-19348.5	-26661.8	0.278837	0.00269131	0.890077	10.4422	114.155	0.11511	11.0885	0.316682	0.220063	0.196543	0.266713
830600000	-44473.8	-26654.8	-17819	-26654.8	0.283515	0.00215124	0.622971	6.29102	110.763	0.0945698	0.331435	0.318999	0.215036	0.194779	0.271186
830800000	-45365.4	-26651.2	-18714.2	-26651.2	0.296491	0.00211112	0.726236	8.5762	127.02	0.110142	7.14724	0.320997	0.207525	0.202697	0.268782
831000000	-45544.4	-26654.8	-18889.6	-26654.8	0.273471	0.00238051	0.81395	6.69947	123.487	0.129407	8.32954	0.323096	0.212569	0.200014	0.264321
831200000	-37064.6	-26623.4	-10441.2	-26623.4	0.288158	0.0022433	0.385219	7.02358	142.165	0.10446	9.7229	0.313539	0.210252	0.200937	0.275272
831400000	-43408	-26674.3	-16733.8	-26674.3	0.321885	0.00196838	0.585367	11.4871	105.248	0.10996	0.698394	0.310428	0.213063	0.201584	0.274924
831600000	-33724.3	-26639.5	-7084.77	-26639.5	0.263451	0.00289324	0.347086	12.1292	120.315	0.171217	13.5387	0.317416	0.21442	0.201333	0.266831
831800000	-45065.7	-26656.5	-18409.2	-26656.5	0.267246	0.00292099	0.684461	4.11726	148.637	0.0913963	8.78904	0.317375	0.211705	0.203017	0.267903
832000000	-44635.7	-26666.6	-17969.1	-26666.6	0.261788	0.0027603	1.58387	10.1908	148.347	0.0861259	11.982	0.317283	0.211725	0.199582	0.27141
832200000	-41256.6	-26668.7	-14587.9	-26668.7	0.283459	0.00246281	2.96406	16.1132	154.894	0.0485735	2.15785	0.322805	0.211203	0.194413	0.271578
832400000	-44318.9	-26678.6	-17640.3	-26678.6	0.291205	0.00228344	1.79954	6.77691	124.965	0.0893783	-0.402431	0.327905	0.213959	0.195108	0.263029
832600000	-44011.5	-26671.8	-17339.7	-26671.8	0.301081	0.00225675	1.86346	5.28141	129.131	0.0955429	3.63109	0.315932	0.216153	0.202698	0.265217
832800000	-32734.7	-26626.7	-6107.97	-26626.7	0.270991	0.00256002	0.325166	10.1008	153.96	0.0584715	4.08438	0.318575	0.214264	0.197161	0.27
833000000	-36040.6	-26635.9	-9404.64	-26635.9	0.3024	0.0021604	0.37245	7.32545	126.685	0.0706619	2.53548	0.31783	0.215726	0.199662	0.266782
833200000	-29771.3	-26636.8	-3134.57	-26636.8	0.28964	0.00266318	0.295909	6.74444	138.14	0.0864664	5.48074	0.319438	0.211937	0.202389	0.266237
833400000	-34185.1	-26611.9	-7573.15	-26611.9	0.260429	0.00306077	0.344772	6.25394	166.154	0.0712262	5.17234	0.318211	0.21286	0.196654	0.272274
833600000	-201.026	-26637.3	26436.3	-26637.3	0.363745	0.00170048	0.172273	7.72242	142.283	0.0436012	-4.96967	0.324628	0.209599	0.201312	0.264461
833800000	-17747.9	-26625.1	8877.21	-26625.1	0.277489	0.00286263	0.22815	5.36636	163.171	0.0626276	5.90512	0.320655	0.21451	0.198517	0.266319
834000000	25762.2	-26591.4	52353.5	-26591.4	0.284771	0.00224878	0.133732	5.99246	143.98	0.0963251	9.38464	0.324068	0.214028	0.198386	0.263519
834200000	-41848.6	-26647.3	-15201.3	-26647.3	0.281849	0.00235364	0.503667	12.03	129.797	0.100678	5.93752	0.322828	0.209558	0.196829	0.270786
834400000	-43335.4	-26655.7	-16679.7	-26655.7	0.274512	0.0023566	0.552171	7.05838	116.419	0.133602	6.2839	0.313471	0.215585	0.20298	0.267965
834600000	-41287.3	-26647.2	-14640	-26647.2	0.298138	0.00232876	0.478018	11.8817	126.063	0.0882172	5.96282	0.328296	0.210054	0.196829	0.26482
834800000	-37850.7	-26665.9	-11184.7	-26665.9	0.318296	0.00178648	0.400724	9.3577	64.5019	0.201191	6.4775	0.316363	0.221497	0.196388	0.265753
835000000	-39176.9	-26666.8	-12510	-26666.8	0.304175	0.00131451	0.424297	11.2196	83.5005	0.157186	5.44548	0.3152	0.209221	0.203681	0.271897
835200000	-28575.1	-26642.8	-1932.28	-26642.8	0.276434	0.00188315	0.290801	18.8124	112.202	0.129578	7.42149	0.316803	0.215723	0.19475	0.272725
835400000	-2732.37	-26638.4	23906	-26638.4	0.286617	0.00220874	0.17977	16.3589	131.65	0.0879476	3.27266	0.314179	0.218006	0.193766	0.274048
