# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha/ebola_delphy_alpha.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha/ebola_delphy_alpha.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-out-beast-xml beast2_run_alpha/ebola_alpha.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	gammaShape	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
316600000	391440	-26540.1	417980	-26540.1	0.283546	0.00173522	0.0341418	12.5402	93.5055	0.210518	10.1912	0.318654	0.215058	0.197532	0.268756
316800000	-9246.78	-26622.5	17375.7	-26622.5	0.291582	0.00213804	0.198624	7.15104	113.333	0.125479	7.00164	0.316946	0.209422	0.197615	0.276017
317000000	-9644.83	-26602	16957.2	-26602	0.279081	0.00327849	0.201483	6.5986	162.079	0.0577681	4.84965	0.320796	0.209246	0.199791	0.270167
317200000	-43404.1	-26643.8	-16760.4	-26643.8	0.309563	0.00208457	0.572236	13.254	145.786	0.0701777	1.52464	0.318212	0.213856	0.201292	0.26664
317400000	-43242.9	-26662.7	-16580.2	-26662.7	0.285527	0.00251046	0.557582	8.22084	145.845	0.0615236	4.32785	0.319081	0.20978	0.201161	0.269979
317600000	-43540.5	-26673.1	-16867.4	-26673.1	0.28613	0.00201592	2.14767	11.4336	134.282	0.0908038	7.26483	0.319481	0.21383	0.196508	0.27018
317800000	-44019.2	-26674.7	-17344.5	-26674.7	0.320846	0.002455	1.89597	7.72641	120.113	0.089418	1.90527	0.317286	0.2119	0.199274	0.271541
318000000	-43021.3	-26676.9	-16344.4	-26676.9	0.268336	0.00244575	2.27335	10.2893	138.485	0.0842321	9.94393	0.322093	0.20921	0.19402	0.274677
318200000	-41803.7	-26676.6	-15127.1	-26676.6	0.272679	0.00248087	2.78229	8.7653	125.163	0.0739164	3.74092	0.3184	0.215851	0.196742	0.269008
318400000	-45898.5	-26660.7	-19237.9	-26660.7	0.278444	0.00210783	0.840612	13.6761	145.711	0.0792228	5.14533	0.318113	0.21261	0.202257	0.26702
318600000	-44784.5	-26675.2	-18109.3	-26675.2	0.280166	0.00258399	1.64151	6.53466	120.219	0.131955	9.20541	0.321445	0.209902	0.198651	0.270003
318800000	-42065.8	-26700.2	-15365.6	-26700.2	0.288184	0.00236895	2.56745	8.28647	123.092	0.0797817	2.15282	0.315286	0.217918	0.198397	0.268399
319000000	-43686.8	-26672.7	-17014.2	-26672.7	0.289973	0.00277748	2.0725	17.8911	138.732	0.0862917	2.15499	0.318434	0.212875	0.198958	0.269733
319200000	-45863.8	-26652.6	-19211.2	-26652.6	0.276078	0.00220996	0.921777	4.73076	134.803	0.088246	4.32889	0.317075	0.216465	0.196421	0.270039
319400000	-45648.2	-26665	-18983.2	-26665	0.265712	0.00289217	1.31421	12.2121	153.676	0.0638504	4.56066	0.316153	0.209828	0.197377	0.276642
319600000	-43153	-26675.5	-16477.6	-26675.5	0.296372	0.00263831	2.24703	7.92145	140.195	0.0681996	0.669423	0.319874	0.210968	0.19782	0.271339
319800000	-45863	-26667.3	-19195.7	-26667.3	0.257695	0.00210306	1.11678	7.19866	131.372	0.105364	7.56574	0.315038	0.219797	0.195077	0.270088
320000000	-43552.4	-26650.2	-16902.2	-26650.2	0.273962	0.00223236	0.57808	8.73559	112.793	0.120647	5.26207	0.322744	0.213134	0.197945	0.266177
320200000	-43193.4	-26653.3	-16540.1	-26653.3	0.294339	0.00195471	0.545523	9.46562	124.543	0.0980351	6.24499	0.317221	0.215991	0.197852	0.268937
320400000	-43323.2	-26668.1	-16655	-26668.1	0.276133	0.0022648	2.1717	5.96131	169.153	0.0530666	3.09715	0.31857	0.219729	0.196624	0.265077
320600000	-41110.9	-26682.4	-14428.5	-26682.4	0.310256	0.0018943	3.04581	9.3543	123.154	0.0731219	3.53428	0.317135	0.218857	0.198746	0.265262
320800000	-43003.4	-26674.2	-16329.2	-26674.2	0.275867	0.00210423	2.28731	11.8161	133.137	0.10545	11.2199	0.323387	0.209999	0.198396	0.268218
321000000	-35695.9	-26697	-8998.86	-26697	0.314339	0.0015385	6.24002	7.27806	90.5197	0.120244	0.932909	0.326594	0.213802	0.194529	0.265075
321200000	-38191.6	-26676.8	-11514.8	-26676.8	0.280532	0.00323054	4.52321	11.3113	146.941	0.0737432	4.96382	0.320089	0.205743	0.207905	0.266262
321400000	-44011.8	-26698.8	-17313.1	-26698.8	0.306404	0.00151973	1.90188	26.5396	73.7779	0.182009	3.27431	0.323293	0.210563	0.196559	0.269585
321600000	-41453.1	-26710.3	-14742.8	-26710.3	0.345131	0.00175523	2.94304	9.58582	54.2113	0.214148	0.744045	0.316267	0.216715	0.198971	0.268047
321800000	-41052.5	-26691.3	-14361.2	-26691.3	0.304198	0.001672	3.10066	5.7167	96.577	0.16961	6.20897	0.323323	0.20961	0.198044	0.269024
322000000	-45749.4	-26688.3	-19061.1	-26688.3	0.326747	0.00140709	0.844727	6.32718	97.0008	0.125777	1.83714	0.317666	0.217674	0.194019	0.270642
322200000	-40874.7	-26648.8	-14225.9	-26648.8	0.297805	0.00195567	0.467601	7.68086	95.1789	0.137538	6.34654	0.315559	0.216683	0.199162	0.268597
322400000	-46038.4	-26681.1	-19357.2	-26681.1	0.305718	0.00246024	1.11501	9.10034	119.227	0.122203	5.15556	0.321381	0.215739	0.196475	0.266405
322600000	-45550.6	-26659.6	-18891	-26659.6	0.283795	0.00306113	0.759841	9.30735	120.63	0.136508	7.95221	0.324162	0.21229	0.195976	0.267571
322800000	-44695.4	-26666.2	-18029.2	-26666.2	0.294275	0.00241186	0.678692	7.87172	138.575	0.0873395	2.78205	0.319501	0.212761	0.201547	0.266191
323000000	-24526.9	-26635.7	2108.8	-26635.7	0.290686	0.00224256	0.263202	8.75983	136.566	0.0938281	5.67396	0.309267	0.210009	0.206244	0.274479
323200000	-46061.5	-26671	-19390.5	-26671	0.268978	0.00231092	0.948241	5.62092	124.747	0.111443	8.14444	0.316369	0.21196	0.199878	0.271793
323400000	-43972	-26710.9	-17261.1	-26710.9	0.355468	0.00180194	1.923	7.82765	105.583	0.0963406	-0.81106	0.321416	0.217529	0.196347	0.264708
323600000	-42271.8	-26657.2	-15614.6	-26657.2	0.291569	0.00179367	0.516191	5.13667	93.9593	0.140361	5.64805	0.315577	0.21048	0.202249	0.271693
323800000	-32640.2	-26639	-6001.14	-26639	0.265768	0.00192268	0.329335	14.6311	114.895	0.135337	7.79669	0.315133	0.211153	0.201055	0.272658
324000000	-28437.5	-26622.9	-1814.65	-26622.9	0.275118	0.00251496	0.289724	9.309	129.559	0.0907156	8.05649	0.319087	0.217307	0.197754	0.265851
324200000	-45966.5	-26673.6	-19292.9	-26673.6	0.276759	0.00254763	0.930291	4.82761	133.452	0.0855237	0.556301	0.32264	0.209325	0.195794	0.27224
324400000	-45377.2	-26663	-18714.2	-26663	0.291972	0.00214776	1.38547	6.29475	145.389	0.0667032	2.8868	0.321462	0.211822	0.200257	0.266459
324600000	-46033.5	-26668.9	-19364.6	-26668.9	0.264302	0.0026197	1.02454	7.92604	130.22	0.0768107	6.10026	0.317998	0.216048	0.193916	0.272039
324800000	-46077.6	-26671	-19406.6	-26671	0.291145	0.00238093	0.824353	7.73142	111.245	0.0922708	3.5834	0.321637	0.211524	0.198924	0.267915
325000000	-41038.3	-26662	-14376.3	-26662	0.304862	0.00217659	0.497214	5.30236	105.121	0.159753	4.77461	0.318733	0.21132	0.198326	0.271621
325200000	-45931.5	-26660.5	-19271	-26660.5	0.262134	0.00278944	1.09125	13.2754	143.23	0.0571842	1.10623	0.325142	0.210208	0.195837	0.268813
325400000	-40515.8	-26695.2	-13820.6	-26695.2	0.291177	0.00164198	3.2765	5.61672	130.484	0.0793695	2.74705	0.317479	0.213756	0.196605	0.27216
325600000	-45599.8	-26668	-18931.8	-26668	0.281639	0.00292547	1.35054	16.191	150.648	0.0723903	3.24497	0.322364	0.215783	0.198475	0.263377
325800000	-43056.2	-26670.6	-16385.6	-26670.6	0.27756	0.00264957	2.2493	11.8289	132.945	0.102036	8.66096	0.319987	0.209549	0.202344	0.26812
326000000	-44420.6	-26666	-17754.6	-26666	0.280367	0.00246248	1.73	8.93511	140.686	0.095819	5.44946	0.319687	0.218242	0.192864	0.269207
326200000	-45075.5	-26662.9	-18412.6	-26662.9	0.270125	0.00222208	1.46973	9.89358	138.116	0.0923626	9.3903	0.319945	0.213945	0.196482	0.269628
326400000	-43606.5	-26665	-16941.4	-26665	0.282949	0.00287598	2.01465	8.86127	156.954	0.047924	0.842649	0.320685	0.211604	0.197241	0.27047
326600000	-45957.9	-26673.8	-19284.1	-26673.8	0.292318	0.001854	0.942265	9.60687	122.16	0.0674235	3.57853	0.321644	0.213589	0.198603	0.266165
326800000	-45302.2	-26658.1	-18644.1	-26658.1	0.31889	0.00235215	0.720766	15.3719	156.693	0.0570275	0.526436	0.319168	0.212927	0.19577	0.272135
327000000	21605.1	-26617	48222.1	-26617	0.296269	0.00207055	0.136274	13.2942	106.48	0.158248	9.26595	0.315803	0.214054	0.195704	0.274439
327200000	25007.2	-26620.4	51627.6	-26620.4	0.281963	0.00224162	0.132254	8.83805	112.522	0.129727	9.90905	0.319835	0.21326	0.199927	0.266978
327400000	87432.2	-26587.7	114020	-26587.7	0.335137	0.00202449	0.0860615	11.3797	104.354	0.109467	3.74213	0.315036	0.218695	0.201629	0.264641
327600000	58055	-26589.9	84644.9	-26589.9	0.279835	0.00244192	0.102078	7.39622	133.04	0.0948908	5.63361	0.323392	0.215393	0.196915	0.2643
327800000	17336	-26623.9	43959.8	-26623.9	0.290334	0.00228781	0.142684	11.5844	99.972	0.142746	4.8959	0.32283	0.211675	0.203244	0.262251
328000000	-37842.9	-26639.1	-11203.8	-26639.1	0.271741	0.00161453	0.397673	5.28334	115.238	0.144397	9.00865	0.317815	0.217129	0.201107	0.263949
328200000	-28123.6	-26663	-1460.57	-26663	0.274294	0.00286713	0.281232	9.49606	121.395	0.10993	6.93199	0.316451	0.21384	0.20412	0.265589
328400000	123954	-26569.4	150524	-26569.4	0.286309	0.00243046	0.0726833	7.12497	138.273	0.0683241	5.69831	0.32013	0.209315	0.198385	0.27217
328600000	77205.6	-26590	103796	-26590	0.292443	0.00270684	0.0920519	16.4655	126.249	0.0973225	6.14702	0.313638	0.215302	0.202376	0.268684
328800000	-33022.5	-26646.7	-6375.8	-26646.7	0.263283	0.00217128	0.330835	6.73928	120.236	0.146179	13.275	0.323919	0.212675	0.197911	0.265495
329000000	-8916.3	-26603.2	17686.9	-26603.2	0.281071	0.00329247	0.194992	9.35912	153.233	0.0722685	7.66996	0.321018	0.215467	0.197723	0.265793
329200000	-45978.3	-26666.2	-19312.1	-26666.2	0.288274	0.00273432	1.15384	8.66494	144.951	0.0574759	1.49426	0.316886	0.212822	0.196379	0.273914
329400000	-18536.3	-26622.9	8086.55	-26622.9	0.284226	0.00273957	0.233185	8.81336	128.598	0.0810109	2.30778	0.320753	0.215344	0.196819	0.267085
329600000	141020	-26586	167606	-26586	0.279309	0.00246717	0.0679665	9.24188	129.123	0.0987962	5.57391	0.319167	0.215432	0.197177	0.268225
329800000	9122.28	-26598	35720.3	-26598	0.291617	0.00233632	0.156946	6.41213	144.632	0.0679464	5.53039	0.316981	0.214622	0.197373	0.271024
330000000	-25495.3	-26606	1110.74	-26606	0.285456	0.00318475	0.273032	7.91707	164.215	0.0663422	5.83439	0.322752	0.21174	0.196077	0.269432
330200000	-42851	-26652.4	-16198.6	-26652.4	0.300247	0.00212342	0.556002	19.1035	133.69	0.104012	8.07558	0.314136	0.210631	0.199952	0.275281
330400000	-45510.9	-26657.6	-18853.4	-26657.6	0.260338	0.002457	0.756694	11.688	132.561	0.13615	11.9908	0.328322	0.215521	0.195447	0.260709
330600000	-45588.1	-26656.7	-18931.4	-26656.7	0.297124	0.00214956	0.711536	6.4249	133.185	0.075802	1.83345	0.314601	0.220015	0.19681	0.268575
330800000	-46192.9	-26665.9	-19527	-26665.9	0.282093	0.00219831	1.04104	7.4223	121.154	0.127243	5.75637	0.31843	0.212141	0.198342	0.271087
331000000	-43466.2	-26646.2	-16820	-26646.2	0.2706	0.00277942	0.576202	10.7145	142.101	0.080327	6.0665	0.317857	0.213845	0.196346	0.271952
331200000	-43181.9	-26654.5	-16527.4	-26654.5	0.284629	0.00315447	0.588925	9.47785	142.773	0.0588287	0.724689	0.319486	0.220988	0.197884	0.261642
331400000	-45042.8	-26679	-18363.8	-26679	0.272626	0.00309925	1.46645	10.9102	138.802	0.0948941	6.85478	0.3181	0.217867	0.198706	0.265328
331600000	-45569.5	-26696.8	-18872.7	-26696.8	0.302872	0.00210301	1.34553	10.0775	123.25	0.103244	3.66932	0.314987	0.213942	0.199948	0.271123
331800000	-44998.5	-26681.7	-18316.8	-26681.7	0.291418	0.0024942	1.58398	12.3734	117.716	0.0930535	1.76929	0.317997	0.214472	0.199912	0.267619
332000000	-46034.3	-26667.3	-19367	-26667.3	0.266918	0.00152375	1.00656	9.71192	129.344	0.0815184	7.44991	0.32584	0.211358	0.194444	0.268359
332200000	-45833.8	-26660.6	-19173.1	-26660.6	0.271341	0.00287302	1.119	6.3627	165.129	0.0596255	4.05729	0.314419	0.21903	0.200642	0.265909
332400000	-44863.4	-26686.2	-18177.2	-26686.2	0.261422	0.00261602	1.64146	11.2094	106.446	0.130964	6.10866	0.31904	0.213378	0.193884	0.273699
332600000	-43154.5	-26644.5	-16510	-26644.5	0.296481	0.00237815	0.563052	7.39774	148.9	0.0643434	3.24693	0.319012	0.211584	0.199893	0.269511
332800000	-40188.4	-26658.7	-13529.8	-26658.7	0.289713	0.00215939	0.448676	6.87859	104.072	0.158329	6.52013	0.32249	0.215997	0.197892	0.263621
333000000	-8012.46	-26623.2	18610.7	-26623.2	0.291381	0.00155858	0.197225	8.48081	112.887	0.123048	8.60102	0.318768	0.21255	0.203037	0.265645
333200000	-42660.9	-26667.6	-15993.2	-26667.6	0.284574	0.00135041	0.522526	10.8956	94.2257	0.107772	3.37845	0.322111	0.205264	0.202697	0.269929
333400000	-45527.5	-26697.1	-18830.3	-26697.1	0.366035	0.00176292	1.29686	11.9333	82.3994	0.16411	2.56622	0.320953	0.210969	0.201688	0.26639
333600000	-28293.8	-26649.6	-1644.14	-26649.6	0.292573	0.00168702	0.285001	6.62515	103.191	0.148981	5.68493	0.326261	0.209167	0.198462	0.266109
333800000	-30682.4	-26622.3	-4060.1	-26622.3	0.313176	0.00285582	0.308884	9.0378	136.15	0.0860074	2.19602	0.313661	0.214243	0.201162	0.270934
334000000	-44531.5	-26671.3	-17860.3	-26671.3	0.298607	0.00158582	0.651933	6.32479	109.221	0.0985986	4.12943	0.318532	0.211247	0.197153	0.273067
334200000	-38994	-26644.4	-12349.6	-26644.4	0.305786	0.00195749	0.413508	6.37032	98.8924	0.11418	5.65392	0.320832	0.214144	0.19589	0.269133
334400000	-41867.6	-26655	-15212.6	-26655	0.344721	0.002122	0.499445	21.866	134.649	0.073447	2.21494	0.326984	0.217276	0.195785	0.259955
334600000	-45746	-26664.9	-19081.1	-26664.9	0.284549	0.00227309	1.19977	6.14008	134.985	0.076156	2.25521	0.31684	0.218177	0.201593	0.263391
334800000	-32839.6	-26650.6	-6189.04	-26650.6	0.288845	0.00186051	0.330595	8.26891	96.7672	0.132265	1.92574	0.320852	0.211973	0.199681	0.267494
335000000	-45659.3	-26670.6	-18988.8	-26670.6	0.294607	0.00218296	1.19935	12.8802	161.702	0.0550392	2.93156	0.316116	0.214121	0.196412	0.273351
335200000	-44638.4	-26681.3	-17957.2	-26681.3	0.278484	0.00243821	1.64562	7.01779	118.535	0.122156	7.99967	0.324696	0.212801	0.194687	0.267816
335400000	-45304.5	-26662	-18642.5	-26662	0.284042	0.00287358	1.44769	7.21964	152.706	0.0801945	8.09412	0.321557	0.211828	0.199005	0.26761
335600000	-43997.2	-26646.4	-17350.7	-26646.4	0.263385	0.00309986	1.86707	7.95785	185.711	0.0389122	3.46079	0.318867	0.215815	0.198921	0.266396
335800000	-44591.3	-26649.3	-17941.9	-26649.3	0.265802	0.0025006	0.644954	7.98597	161.347	0.0466617	2.7274	0.31551	0.215194	0.196366	0.27293
336000000	-38555.2	-26651.6	-11903.6	-26651.6	0.27354	0.0022355	0.405913	6.48154	111.468	0.129456	6.892	0.317211	0.218842	0.194569	0.269378
336200000	-33553.5	-26634.4	-6919.1	-26634.4	0.300085	0.00173828	0.33769	7.86368	107.497	0.0817288	2.68265	0.325659	0.205574	0.195697	0.27307
336400000	-38845.9	-26640	-12205.9	-26640	0.265586	0.00255585	0.41518	21.2841	123.881	0.0921107	6.11312	0.322136	0.212685	0.197249	0.26793
336600000	-44785.8	-26663.2	-18122.6	-26663.2	0.273264	0.00213354	0.683276	5.03682	125.06	0.103332	6.36933	0.315925	0.218325	0.196256	0.269493
336800000	-45581.6	-26653	-18928.7	-26653	0.286061	0.00255999	1.25222	9.45176	144.441	0.0836317	5.04724	0.322984	0.211846	0.199792	0.265378
337000000	-46030.4	-26667.5	-19362.9	-26667.5	0.303046	0.00239081	1.03238	14.9354	138.88	0.0800922	1.25323	0.324985	0.213632	0.197433	0.26395
337200000	-36886.9	-26649.2	-10237.7	-26649.2	0.285333	0.00199896	0.384013	8.78025	118.501	0.102099	4.46957	0.315373	0.219274	0.195068	0.270284
337400000	-44817.6	-26677.1	-18140.4	-26677.1	0.285429	0.00204139	0.687889	12.6885	91.2683	0.179133	9.23472	0.315873	0.2188	0.200471	0.264856
337600000	-36799.5	-26655.8	-10143.7	-26655.8	0.335312	0.00209552	0.381146	6.03025	122.474	0.0849211	2.49932	0.323641	0.21308	0.192568	0.270712
337800000	-45972.1	-26676.9	-19295.2	-26676.9	0.324187	0.0020178	1.23933	7.21368	121.483	0.0766736	-0.315244	0.318373	0.211175	0.198684	0.271769
338000000	-46026.1	-26666.3	-19359.8	-26666.3	0.308181	0.00211882	0.941058	7.01582	143.87	0.0625298	0.667122	0.319604	0.214686	0.198457	0.267253
338200000	-45100.9	-26711.5	-18389.4	-26711.5	0.297652	0.00181595	1.53721	5.5824	109.571	0.0913539	1.78265	0.320177	0.215863	0.195811	0.268149
338400000	-44459.2	-26681.1	-17778.1	-26681.1	0.275936	0.0024847	1.76392	6.22524	108.571	0.103535	4.85639	0.319553	0.214639	0.198383	0.267425
338600000	-41978.9	-26660	-15318.9	-26660	0.256573	0.00294132	2.64519	10.6848	176.877	0.0560634	10.8646	0.318643	0.216514	0.194962	0.269882
338800000	-45672.7	-26647.3	-19025.4	-26647.3	0.279355	0.00226297	0.806867	13.3063	152.125	0.0565031	4.53854	0.314433	0.210982	0.203133	0.271453
339000000	-45283.6	-26667.5	-18616.1	-26667.5	0.25797	0.00381366	0.728813	2.89177	173.643	0.0649924	8.28197	0.325237	0.213313	0.195841	0.265609
339200000	-45087.8	-26649.2	-18438.6	-26649.2	0.262198	0.00258472	0.71095	13.3965	145.708	0.0700141	6.48248	0.316971	0.212563	0.199324	0.271142
339400000	-40763.6	-26655.9	-14107.7	-26655.9	0.276424	0.00282082	0.461351	7.52383	141.227	0.0724044	1.98934	0.318575	0.210775	0.199714	0.270936
339600000	-43818.5	-26657.9	-17160.6	-26657.9	0.257836	0.0019466	0.580395	8.99701	133.271	0.117117	11.9598	0.31791	0.219105	0.193734	0.269251
339800000	-43706.7	-26671.8	-17034.8	-26671.8	0.280174	0.00313573	2.03533	9.84643	151.783	0.0575375	0.416167	0.319684	0.213964	0.201977	0.264374
340000000	-43739.9	-26682	-17057.9	-26682	0.277688	0.00298158	2.02264	13.0771	150.356	0.0658122	4.90338	0.32066	0.213544	0.196146	0.26965
340200000	-45700.6	-26670.8	-19029.8	-26670.8	0.274043	0.00247961	1.33776	6.95962	127.886	0.0878356	-0.686377	0.322087	0.214769	0.196231	0.266913
340400000	-44114.3	-26692.4	-17421.9	-26692.4	0.271112	0.00243415	1.92058	4.61693	119.349	0.137562	9.08138	0.323743	0.210635	0.196192	0.26943
340600000	-37667.1	-26651.4	-11015.7	-26651.4	0.279117	0.00166967	0.401825	4.12285	83.7542	0.191619	8.41823	0.312446	0.215744	0.200145	0.271665
340800000	-45980.8	-26708.7	-19272	-26708.7	0.373524	0.001702	0.992506	10.3542	96.7575	0.135657	3.35359	0.32407	0.214669	0.196552	0.264708
341000000	-21828.1	-26628.9	4800.81	-26628.9	0.307073	0.00300737	0.250374	6.87093	149.981	0.0587281	0.680332	0.323585	0.214083	0.199752	0.26258
341200000	-45505.2	-26653.3	-18851.9	-26653.3	0.26684	0.00232058	0.813908	14.8936	148.629	0.0877014	8.7836	0.315174	0.218364	0.198233	0.268229
341400000	-46111.5	-26668.2	-19443.3	-26668.2	0.281308	0.00176336	0.950582	5.36514	130.792	0.0984236	6.82292	0.321507	0.214511	0.195677	0.268305
341600000	-45210.6	-26660.6	-18550	-26660.6	0.307404	0.00212806	0.738595	6.92396	129.709	0.0681535	2.17822	0.31552	0.219528	0.199205	0.265747
341800000	8163.48	-26611.2	34774.7	-26611.2	0.346844	0.00188628	0.158394	8.94159	137.761	0.0636199	3.11057	0.322235	0.213718	0.197799	0.266248
342000000	-45820.5	-26642.8	-19177.7	-26642.8	0.283377	0.00253504	0.845284	12.4987	154.206	0.0777274	4.55544	0.321701	0.206825	0.198525	0.27295
342200000	-45323.8	-26670.6	-18653.2	-26670.6	0.273664	0.00234435	0.740023	12.6355	121.369	0.128211	9.08461	0.327241	0.207215	0.204135	0.261409
342400000	-45038.2	-26662.6	-18375.6	-26662.6	0.29168	0.00291749	0.740413	5.61274	134.5	0.0567018	-1.73431	0.324364	0.205365	0.203957	0.266314
342600000	-45843	-26653.3	-19189.7	-26653.3	0.280853	0.00310501	0.910304	8.36735	148.846	0.060071	3.9386	0.32053	0.21065	0.197314	0.271507
342800000	-41106.2	-26675.5	-14430.8	-26675.5	0.318011	0.00262141	3.05108	6.38857	165.22	0.0476468	0.267998	0.321338	0.21606	0.196547	0.266054
343000000	-38056.5	-26665.3	-11391.2	-26665.3	0.261179	0.00275885	4.58159	8.0365	154.545	0.0755533	3.83456	0.32234	0.217364	0.192565	0.267731
343200000	-43623.2	-26681.3	-16941.9	-26681.3	0.296789	0.00232057	2.09566	9.23666	120.887	0.0858618	-0.281861	0.31917	0.214743	0.194691	0.271396
343400000	-43303.9	-26651.1	-16652.8	-26651.1	0.28122	0.00261503	0.55466	12.0059	150.515	0.090601	7.53196	0.313558	0.213849	0.200059	0.272533
343600000	-45286.6	-26659.8	-18626.9	-26659.8	0.279584	0.00236364	0.720718	12.9149	136.872	0.0937431	4.09203	0.318951	0.214198	0.196247	0.270604
343800000	-22155.9	-26624.8	4468.89	-26624.8	0.265497	0.00216967	0.248293	7.0821	124.09	0.122528	10.547	0.318221	0.218214	0.196108	0.267457
344000000	-31292.1	-26652.4	-4639.7	-26652.4	0.36172	0.00142233	0.307092	6.38267	74.7718	0.13476	3.01336	0.314348	0.214289	0.20158	0.269783
344200000	18771.8	-26620.2	45392	-26620.2	0.315718	0.00150328	0.140674	8.08164	65.0038	0.298448	10.0757	0.323953	0.213752	0.199193	0.263102
344400000	-19696.1	-26649.5	6953.44	-26649.5	0.364576	0.00141405	0.236074	7.93924	86.0229	0.13013	0.590813	0.314258	0.217179	0.199306	0.269257
344600000	21170.8	-26599.1	47769.9	-26599.1	0.29209	0.00241492	0.136497	5.97847	129.355	0.108775	3.08451	0.320944	0.213227	0.196897	0.268933
344800000	-40851.1	-26661.6	-14189.5	-26661.6	0.299048	0.00134316	0.457088	9.31187	96.2324	0.104689	-1.23969	0.316898	0.214403	0.200487	0.268212
345000000	-32734.3	-26638.1	-6096.25	-26638.1	0.269361	0.00251892	0.332792	7.53664	140.069	0.107395	8.67663	0.323416	0.208287	0.197445	0.270851
345200000	-3295.26	-26627.6	23332.3	-26627.6	0.303485	0.0022413	0.183021	8.11573	122.96	0.110075	4.27427	0.317634	0.214931	0.201689	0.265746
345400000	-34978.8	-26615.1	-8363.72	-26615.1	0.26702	0.00342681	0.357106	24.7546	189.092	0.0367499	4.72249	0.315527	0.213995	0.199005	0.271472
345600000	-40937.8	-26632.1	-14305.7	-26632.1	0.263485	0.00241576	0.476985	10.0784	161.538	0.0627893	3.89914	0.322661	0.215328	0.197059	0.264952
345800000	-44553.4	-26648.5	-17904.9	-26648.5	0.297265	0.00232895	0.671032	3.42635	171.982	0.0407313	-0.337029	0.321078	0.213442	0.196852	0.268628
346000000	-37246.3	-26628.5	-10617.8	-26628.5	0.286311	0.00198304	0.387009	9.498	129.147	0.100813	6.7795	0.315062	0.217408	0.199608	0.267922
346200000	-32259.8	-26644.7	-5615.16	-26644.7	0.293604	0.00254053	0.320353	13.0451	104.016	0.139806	5.74934	0.311591	0.218446	0.202211	0.267753
346400000	1039.41	-26621.7	27661.1	-26621.7	0.277287	0.00197569	0.171881	8.65598	128.725	0.0893946	2.86019	0.314275	0.211443	0.201826	0.272456
346600000	-35261	-26632.4	-8628.59	-26632.4	0.270814	0.00223252	0.361185	9.48063	134.073	0.0850516	2.72279	0.319252	0.217425	0.196921	0.266402
346800000	-45864.5	-26663.1	-19201.4	-26663.1	0.269531	0.00194202	1.21356	14.6082	125.244	0.115052	6.09502	0.321217	0.212334	0.201039	0.265409
347000000	-43501.6	-26629.7	-16871.9	-26629.7	0.266638	0.00256763	0.56999	5.98879	179.986	0.034683	-3.25008	0.319594	0.208998	0.199517	0.271892
347200000	-44871.3	-26657.8	-18213.4	-26657.8	0.274921	0.00220895	0.683303	8.76216	130.789	0.121188	8.53296	0.314978	0.219062	0.196954	0.269005
